patric_id						KO					COG	COG_function
fig|31899.10.peg.1916|SAMN05216182_1702	521460.Athe_1424	0	1039.4	ATPD	"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006164,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006818,GO:0008150,GO:0008152,GO:0008324,GO:0009056,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009125,GO:0009126,GO:0009127,GO:0009128,GO:0009141,GO:0009142,GO:0009143,GO:0009144,GO:0009145,GO:0009146,GO:0009150,GO:0009152,GO:0009154,GO:0009156,GO:0009158,GO:0009161,GO:0009163,GO:0009164,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009169,GO:0009199,GO:0009201,GO:0009203,GO:0009205,GO:0009206,GO:0009207,GO:0009259,GO:0009260,GO:0009261,GO:0009579,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015399,GO:0015405,GO:0015672,GO:0015985,GO:0015986,GO:0015992,GO:0016020,GO:0016462,GO:0016469,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019829,GO:0022804,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0030312,GO:0032991,GO:0033178,GO:0034220,GO:0034357,GO:0034641,GO:0034654,GO:0034655,GO:0040007,GO:0042278,GO:0042451,GO:0042454,GO:0042455,GO:0042623,GO:0042625,GO:0042626,GO:0042651,GO:0042716,GO:0042717,GO:0043234,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044424,GO:0044425,GO:0044436,GO:0044444,GO:0044459,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0044769,GO:0045259,GO:0045260,GO:0045261,GO:0045262,GO:0046034,GO:0046128,GO:0046129,GO:0046130,GO:0046390,GO:0046434,GO:0046483,GO:0046700,GO:0046933,GO:0046961,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0072523,GO:0090407,GO:1901135,GO:1901136,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901657,GO:1901658,GO:1901659"	K02112	"ATPS1,ATPS10_3,ATPS10rpp,ATPS4r,ATPS4rpp,ATPS4rpp_1"	bactNOG[38]	"05C4J@bactNOG,0ENUG@cloNOG,0NDAS@firmNOG,COG0055@NOG"	05C4J|2.74727543781e-259|865.761413574	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits (By similarity)
fig|31899.10.peg.1917|SAMN05216182_1703	521460.Athe_1425	1.60E-190	627.3	ATPG	"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006164,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006818,GO:0008150,GO:0008152,GO:0008324,GO:0009056,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009125,GO:0009126,GO:0009127,GO:0009128,GO:0009141,GO:0009142,GO:0009143,GO:0009144,GO:0009145,GO:0009146,GO:0009150,GO:0009152,GO:0009154,GO:0009156,GO:0009158,GO:0009161,GO:0009163,GO:0009164,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009169,GO:0009199,GO:0009201,GO:0009203,GO:0009205,GO:0009206,GO:0009207,GO:0009259,GO:0009260,GO:0009261,GO:0009579,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015399,GO:0015405,GO:0015672,GO:0015985,GO:0015986,GO:0015992,GO:0016020,GO:0016462,GO:0016469,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019829,GO:0022804,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0030312,GO:0032991,GO:0033178,GO:0034220,GO:0034357,GO:0034641,GO:0034654,GO:0034655,GO:0040007,GO:0042278,GO:0042451,GO:0042454,GO:0042455,GO:0042623,GO:0042625,GO:0042626,GO:0042651,GO:0042716,GO:0042717,GO:0043234,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044424,GO:0044425,GO:0044436,GO:0044444,GO:0044459,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0044769,GO:0045259,GO:0045260,GO:0045261,GO:0045262,GO:0046034,GO:0046128,GO:0046129,GO:0046130,GO:0046390,GO:0046434,GO:0046483,GO:0046700,GO:0046933,GO:0046961,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0072523,GO:0090407,GO:1901135,GO:1901136,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901657,GO:1901658,GO:1901659"	K02115	"ATPS1,ATPS10_3,ATPS10rpp,ATPS4r,ATPS4rpp,ATPS4rpp_1"	bactNOG[38]	"05J80@bactNOG,0EP9Y@cloNOG,0NENB@firmNOG,COG0224@NOG"	05J80|4.55530701503e-101|341.344970703	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex (By similarity)
fig|31899.10.peg.1918|SAMN05216182_1704	521460.Athe_1426	0	1112.3	ATPA	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K02111	ATPS4r	bactNOG[38]	"05CDG@bactNOG,0ENUH@cloNOG,0NDJF@firmNOG,COG0056@NOG"	05CDG|1.73119426746e-273|911.820495605	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit (By similarity)
fig|31899.10.peg.1919|SAMN05216182_1705	521460.Athe_1427	7.50E-117	375.7	ATPH	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K02113		bactNOG[38]	"07ZUE@bactNOG,0F6CW@cloNOG,0P394@firmNOG,COG0712@NOG"	07ZUE|1.40520246449e-72|246.178207397	C	"F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation (By similarity)"
fig|31899.10.peg.1920|SAMN05216182_1706	521460.Athe_1428	4.00E-98	319.6	ATPF	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K02109	ATPS4r	bactNOG[38]	"07ZFM@bactNOG,0EVF8@cloNOG,0NIBP@firmNOG,COG0711@NOG"	07ZFM|3.95161201074e-46|159.541519165	C	"Component of the F(0) channel, it forms part of the peripheral stalk, linking F(1) to F(0) (By similarity)"
fig|31899.10.peg.1921|SAMN05216182_1707	632245.CLP_3725	1.40E-26	83.4	ATPE	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K02110	ATPS4r	bactNOG[38]	"082I9@bactNOG,0F538@cloNOG,0P3VJ@firmNOG,0ZXJ4@NOG"	082I9|5.05310426948e-26|93.223236084	C	"F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation (By similarity)"
fig|31899.10.peg.1922|SAMN05216182_1708	521460.Athe_1430	4.80E-145	475.8	ATPB	"GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0009579,GO:0016020,GO:0034357,GO:0042651,GO:0044424,GO:0044436,GO:0044464,GO:0071944"	K02108	ATPS4r	bactNOG[38]	"07RFS@bactNOG,0EP1F@cloNOG,0NFAD@firmNOG,COG0356@NOG"	07RFS|1.8073882698e-69|236.900314331	C	it plays a direct role in the translocation of protons across the membrane (By similarity)
fig|31899.10.peg.1924|SAMN05216182_1710	521460.Athe_1432	0	1168.6	GUAA	"GO:0005575,GO:0005618,GO:0005623,GO:0008150,GO:0030312,GO:0040007,GO:0044464,GO:0071944"	"K01951,K03790"	GMPS2	bactNOG[38]	"05CM0@bactNOG,0EPQZ@cloNOG,0NDCZ@firmNOG,COG0518@NOG,COG0519@NOG"	05CM0|2.40133138067e-244|814.512756348	F	Catalyzes the synthesis of GMP from XMP (By similarity)
fig|31899.10.peg.1925|SAMN05216182_1711	521460.Athe_1433	4.40E-202	664.3	MLEP3		K07088		bactNOG[38]	"05EEW@bactNOG,0EP9F@cloNOG,0NEVA@firmNOG,COG0679@NOG"	05EEW|7.85093504496e-86|290.856994629	S	auxin efflux carrier
fig|31899.10.peg.1927|SAMN05216182_1713	521460.Athe_1435	1.90E-272	898.3	FPRA			MEHLER	bactNOG[38]	"05CNW@bactNOG,0EPRN@cloNOG,0NE5Q@firmNOG,COG0426@NOG"	05CNW|3.09691386535e-176|590.909912109	C	domain protein
fig|31899.10.peg.1928|SAMN05216182_1714	521460.Athe_1436	3.40E-262	859.4			K00362	NTRARf	bactNOG[38]	"08JV3@bactNOG,0F7FY@cloNOG,0P6RP@firmNOG,COG0446@NOG"	08JV3|9.27303773534e-102|344.630615234	C	pyridine nucleotide-disulfide oxidoreductase
fig|31899.10.peg.1929|SAMN05216182_1715	521460.Athe_1437	0	2111.4	UVRA	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K03701		bactNOG[38]	"05C5U@bactNOG,0ENQI@cloNOG,0NDEK@firmNOG,COG0178@NOG"	0ENQI|0.0|1700.58789062	L	"The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate (By similarity)"
fig|31899.10.peg.1930|SAMN05216182_1716	521460.Athe_1438	0	1447.4	UVRB	"GO:0002682,GO:0002684,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006950,GO:0008150,GO:0009607,GO:0016020,GO:0031347,GO:0035821,GO:0044003,GO:0044403,GO:0044419,GO:0044424,GO:0044464,GO:0048518,GO:0048583,GO:0048584,GO:0050776,GO:0050778,GO:0050789,GO:0050896,GO:0051409,GO:0051701,GO:0051704,GO:0051707,GO:0051817,GO:0052031,GO:0052173,GO:0052200,GO:0052255,GO:0052552,GO:0052553,GO:0052555,GO:0052556,GO:0052564,GO:0052572,GO:0065007,GO:0065008,GO:0071944,GO:0075136,GO:0080134"	K03702		bactNOG[38]	"05CCW@bactNOG,0EPAA@cloNOG,0NDQV@firmNOG,COG0556@NOG"	05CCW|0.0|1263.27770996	L	"damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage (By similarity)"
fig|31899.10.peg.1931|SAMN05216182_1717	521460.Athe_1439	1.30E-124	408.5	SLT		K08309		bactNOG[38]	"05E4C@bactNOG,0ET4T@cloNOG,0NJ8D@firmNOG,COG0741@NOG"	05E4C|1.44935430394e-57|198.542160034	M	Lytic transglycosylase catalytic
fig|31899.10.peg.1932|SAMN05216182_1718	521460.Athe_1440	2.20E-126	415.4	COAE	"GO:0000166,GO:0001882,GO:0001884,GO:0002135,GO:0003674,GO:0003824,GO:0004140,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006732,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009116,GO:0009117,GO:0009119,GO:0009150,GO:0009152,GO:0009163,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0015936,GO:0015937,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0018130,GO:0019103,GO:0019438,GO:0019637,GO:0019693,GO:0030554,GO:0032549,GO:0032551,GO:0032552,GO:0032553,GO:0032554,GO:0032557,GO:0032558,GO:0032564,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034641,GO:0034654,GO:0036094,GO:0040007,GO:0042278,GO:0042451,GO:0042455,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046128,GO:0046129,GO:0046390,GO:0046483,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:0097159,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659"	K00859	DPCOAK	bactNOG[38]	"08ZQD@bactNOG,0ETHV@cloNOG,0NJ9S@firmNOG,COG0237@NOG"	08ZQD|3.1893761422e-54|187.832260132	H	Catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A (By similarity)
fig|31899.10.peg.1933|SAMN05216182_1719	521460.Athe_1441	0	1861.3	POLA	"GO:0003674,GO:0003824,GO:0003887,GO:0008150,GO:0008152,GO:0016740,GO:0016772,GO:0016779,GO:0034061"	K02335		bactNOG[38]	"05C2M@bactNOG,0EPF0@cloNOG,0NDWK@firmNOG,COG0258@NOG,COG0749@NOG"	05C2M|0.0|1136.6072998	L	dna polymerase I
fig|31899.10.peg.1935|SAMN05216182_1721	521460.Athe_1443	3.20E-38	123.1	RUBR	"GO:0003674,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0009055,GO:0009987,GO:0043167,GO:0043169,GO:0044237,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0072592"		"NORRDX,RDXR,ROO"	bactNOG[38]	"05VCQ@bactNOG,0EVCA@cloNOG,0NNH6@firmNOG,COG1773@NOG"	05VCQ|5.20353129074e-31|111.787467957	C	rubredoxin
fig|31899.10.peg.1936|SAMN05216182_1722	632335.Calkr_1429	1.40E-268	886.9	PURD	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0040007,GO:0044424,GO:0044464"	"K01945,K01952"	"PRAGSr,PRFGS"	bactNOG[38]	"05C12@bactNOG,0ENRP@cloNOG,0NDC6@firmNOG,COG0151@NOG"	05C12|1.17226510547e-188|632.64465332	F	Phosphoribosylglycinamide synthetase
fig|31899.10.peg.1937|SAMN05216182_1723	521460.Athe_1445	0	1144.1	PURH	"GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044464,GO:0071944"	K00602	"AICART,IMPC"	bactNOG[38]	"05DC1@bactNOG,0EPFG@cloNOG,0NDM0@firmNOG,COG0138@NOG"	05DC1|9.43966449626e-244|814.601318359	F	bifunctional purine biosynthesis protein purh
fig|31899.10.peg.1938|SAMN05216182_1724	521460.Athe_1446	8.80E-143	469.7	PURN		K11175	GARFT	bactNOG[38]	"08V3E@bactNOG,0ENVY@cloNOG,0NIEN@firmNOG,COG0299@NOG"	08V3E|6.34894475133e-85|288.944671631	F	phosphoribosylglycinamide formyltransferase
fig|31899.10.peg.1939|SAMN05216182_1725	521460.Athe_1447	1.70E-229	756.9	PURM	"GO:0003674,GO:0003824,GO:0004641,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0016020,GO:0016874,GO:0016879,GO:0016882,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	K01933	"PRAIS,PRAIS_1"	bactNOG[38]	"05CXB@bactNOG,0EPG6@cloNOG,0NE6E@firmNOG,COG0150@NOG"	05CXB|1.01310179716e-156|524.992553711	F	phosphoribosylaminoimidazole synthetase
fig|31899.10.peg.1940|SAMN05216182_1726	521460.Athe_1448	0	1063.6	PURF	"GO:0003674,GO:0003824,GO:0004044,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006163,GO:0006164,GO:0006520,GO:0006541,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009064,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019752,GO:0034641,GO:0034654,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605"	"K00764,K03558"	"ASNS1,GLUPRT"	bactNOG[38]	"05CBA@bactNOG,0EP8J@cloNOG,0NDMY@firmNOG,COG0034@NOG"	05CBA|2.69461740888e-210|702.092041016	F	glutamine phosphoribosylpyrophosphate amidotransferase
fig|31899.10.peg.1941|SAMN05216182_1727	632335.Calkr_1434	0	1603.6	PURL	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009165,GO:0009987,GO:0018130,GO:0019438,GO:0019637,GO:0034641,GO:0034654,GO:0040007,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	K01952	"PRFGS,PRFGS_1"	bactNOG[38]	"08JIU@bactNOG,0F7BV@cloNOG,0P6M7@firmNOG,COG0046@NOG"	08JIU|2.5461588217e-313|1044.77868652	F	phosphoribosylformylglycinamidine synthase ii
fig|31899.10.peg.1942|SAMN05216182_1728	521460.Athe_1450	1.10E-162	534.6	PURQ	"GO:0003674,GO:0003824,GO:0004642,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0016020,GO:0016874,GO:0016879,GO:0016884,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0040007,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	K01952	"PRFGS,PRFGS_1"	bactNOG[38]	"05D21@bactNOG,0EPRB@cloNOG,0NEI2@firmNOG,COG0047@NOG"	05D21|3.68245303098e-106|359.173156738	F	Phosphoribosylformylglycinamidine synthase I
fig|31899.10.peg.1943|SAMN05216182_1729	521460.Athe_1451	3.70E-52	167.9	PURS		K01952	"PRFGS,PRFGS_1"	bactNOG[38]	"05VR9@bactNOG,0EW01@cloNOG,0NP49@firmNOG,COG1828@NOG"	05VR9|8.67971805457e-27|97.2389373779	F	phosphoribosylformylglycinamidine synthase
fig|31899.10.peg.1944|SAMN05216182_1730	330214.NIDE1388	6.50E-86	281.8	PURC		"K01587,K01923"		bactNOG[38]	"07QPR@bactNOG,COG0152@NOG"	07QPR|2.89461928232e-100|337.546661377	F	SAICAR synthetase
fig|31899.10.peg.1945|SAMN05216182_1731	521460.Athe_1453	3.80E-288	951.7	PBUG		K06901		bactNOG[38]	"05C7N@bactNOG,0EP2C@cloNOG,0NDD3@firmNOG,COG2252@NOG"	05C7N|2.67735365239e-192|643.576599121	S	Xanthine uracil vitamin C permease
fig|31899.10.peg.1946|SAMN05216182_1732	521460.Athe_1454	3.90E-267	882.8	HTRA	"GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006508,GO:0006950,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0009266,GO:0009408,GO:0009628,GO:0016020,GO:0016787,GO:0017171,GO:0019538,GO:0043170,GO:0044238,GO:0044464,GO:0050896,GO:0070011,GO:0071704,GO:0071944"	K04771		bactNOG[38]	"05C0H@bactNOG,0EP64@cloNOG,0NEX0@firmNOG,COG0265@NOG"	05C0H|7.28687819812e-135|454.930236816	O	protease
fig|31899.10.peg.1947|SAMN05216182_1733	521460.Athe_1455	1.40E-299	988.1			K07651		bactNOG[38]	"05BZU@bactNOG,0EP4V@cloNOG,0NDAC@firmNOG,0XNMH@NOG"	0EP4V|2.42027335283e-130|439.02822876	T	Histidine kinase
fig|31899.10.peg.1948|SAMN05216182_1734	521460.Athe_1456	8.60E-151	493					bactNOG[38]	"05CK6@bactNOG,0EPTR@cloNOG,0NEJH@firmNOG,COG0745@NOG"	0EPTR|1.92762575547e-106|357.45111084	T	"Two component transcriptional regulator, winged helix family"
fig|31899.10.peg.1949|SAMN05216182_1735	521460.Athe_1457	1.00E-215	709.8	HYPE		K04655		bactNOG[38]	"05C45@bactNOG,0EPH0@cloNOG,0NF60@firmNOG,COG0309@NOG"	05C45|3.17907260358e-70|239.687973022	O	hydrogenase expression formation protein (HypE)
fig|31899.10.peg.1950|SAMN05216182_1736	632335.Calkr_1443	1.90E-73	236.5			K08972		bactNOG[38]	"05MEI@bactNOG,0F64S@cloNOG,0NME3@firmNOG,11V90@NOG"	05MEI|9.20047835201e-28|100.100692749	S	membrane
fig|31899.10.peg.1951|SAMN05216182_1737	521460.Athe_1459	3.00E-110	360.6	PGSA2	"GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006629,GO:0006644,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008444,GO:0008610,GO:0008654,GO:0009058,GO:0009987,GO:0016020,GO:0016740,GO:0016772,GO:0016780,GO:0017169,GO:0019637,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044464,GO:0044710,GO:0071704,GO:0071944,GO:0090407,GO:1901576"	"K00995,K08744"	"PGSA120,PGSA140,PGSA141,PGSA160,PGSA161,PGSA180,PGSA181"	bactNOG[38]	"08UKJ@bactNOG,0EUNZ@cloNOG,0NIGQ@firmNOG,COG0558@NOG"	08UKJ|7.62475080819e-46|159.80506897	I	Cdp-alcohol phosphatidyltransferase
fig|31899.10.peg.1952|SAMN05216182_1738	521460.Athe_1460	1.80E-145	474	SSB				bactNOG[38]	"05F3I@bactNOG,0EPT0@cloNOG,0NE6Y@firmNOG,COG0629@NOG"	05F3I|7.5989115237e-99|332.140014648	L	Single-strand binding protein Primosomal replication protein n
fig|31899.10.peg.1954|SAMN05216182_1740	521460.Athe_1462	5.20E-171	559.7	PDAB				bactNOG[38]	"08NMV@bactNOG,0EP6B@cloNOG,0NG48@firmNOG,112BD@NOG"	08NMV|1.89174139828e-98|332.900726318	G	polysaccharide deacetylase
fig|31899.10.peg.1955|SAMN05216182_1741	632292.Calhy_1273	1.30E-84	270.5			K04074		bactNOG[38]	"06FBW@bactNOG,0EY19@cloNOG,0NT0S@firmNOG,0Y2DD@NOG"	06FBW|3.79306073219e-56|192.18711853	S	DivIVA protein
fig|31899.10.peg.1956|SAMN05216182_1742	521460.Athe_1464	7.90E-160	524.8	YGDL	"GO:0005575,GO:0016020"			bactNOG[38]	"05CUZ@bactNOG,0EPRA@cloNOG,0NEQ4@firmNOG,COG1179@NOG"	05CUZ|1.59929724302e-86|293.794616699	H	uba thif-type nad fad binding protein
fig|31899.10.peg.1958|SAMN05216182_1744	521460.Athe_1465	5.90E-224	737.5					bactNOG[38]	"05CIZ@bactNOG,0ENUA@cloNOG,0NDAN@firmNOG,COG1924@NOG"	05CIZ|1.39964845348e-130|439.994293213	I	coA-substrate-specific enzyme activase
fig|31899.10.peg.1959|SAMN05216182_1745	521460.Athe_1466	2.00E-247	812.2					bactNOG[38]	"05E3C@bactNOG,0EPG0@cloNOG,0NDHQ@firmNOG,COG3581@NOG"	05E3C|2.51527551939e-129|435.370697021	I	Inherit from COG: coA-substrate-specific enzyme activase
fig|31899.10.peg.1960|SAMN05216182_1746	350688.Clos_2152	2.20E-55	180.6					bactNOG[38]	"05NBY@bactNOG,0EQ2D@cloNOG,0NFD8@firmNOG,COG3580@NOG"	05NBY|1.46059665689e-66|221.89982605	I	CoA enzyme activase uncharacterised domain (DUF2229)
fig|31899.10.peg.1961|SAMN05216182_1747	632335.Calkr_1453	6.00E-137	450	NTH		K10773		bactNOG[38]	"05CSM@bactNOG,0ERTS@cloNOG,0NH76@firmNOG,COG0177@NOG"	05CSM|1.54779924099e-94|320.316986084	L	endonuclease III
fig|31899.10.peg.1962|SAMN05216182_1748	344747.PM8797T_10404	8.40E-41	134.2	YNCA		K03823		bactNOG[38]	"08Z7F@bactNOG,156YV@plaNOG,COG1247@NOG"	08Z7F|2.32337099018e-55|191.566482544	M	N-acetyltransferase
fig|31899.10.peg.1963|SAMN05216182_1749	521460.Athe_1470	0	1063	MVIN	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K03980		bactNOG[38]	"05CJR@bactNOG,0EPBS@cloNOG,0NDSU@firmNOG,COG0728@NOG"	05CJR|3.55404921847e-118|398.68359375	T	Integral membrane protein (MviN
