Rep_gene	Gene_list_chromosome	most_common_function	function_proportion	count_result	Gene_cnt_chromosome	Genome_cnt
fig|1387555.3.peg.1609	fig|1121259.3.peg.147,fig|1214564.3.peg.2362,fig|1387555.3.peg.1609,fig|1387557.3.peg.1549,fig|31899.10.peg.1796|SAMN05216182_1586,fig|351627.8.peg.2050|Csac_1873,fig|608506.3.peg.1354|COB47_1249,fig|632292.3.peg.1505|Calhy_1418,fig|632335.8.peg.1415|Calkr_1293,fig|632348.3.peg.1474|Calkro_1393,fig|632516.3.peg.201|CallaDRAFT_0202,fig|632518.3.peg.1181|Calow_1099	Rod shape-determining protein RodA	1.0	Counter({'Rod shape-determining protein RodA': 12})	12	12.0
fig|1387555.3.peg.1359	fig|1121259.3.peg.305,fig|1214564.3.peg.516,fig|1387555.3.peg.1359,fig|1387557.3.peg.1723,fig|31899.10.peg.1969|SAMN05216182_1755,fig|351627.8.peg.2201|Csac_2023,fig|608506.3.peg.1175|COB47_1078,fig|632292.3.peg.1345|Calhy_1260,fig|632335.8.peg.1585|Calkr_1461,fig|632348.3.peg.1310|Calkro_1234,fig|632516.3.peg.58|CallaDRAFT_0057,fig|632518.3.peg.1342|Calow_1255	Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	1.0	Counter({'Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)': 12})	12	12.0
fig|632516.3.peg.416	fig|632516.3.peg.416	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	1.0	Counter({'Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site': 1})	1	1.0
fig|31899.10.peg.176|SAMN05216182_0105	fig|1121259.3.peg.1454,fig|1214564.3.peg.1176,fig|1387555.3.peg.2545,fig|1387557.3.peg.2787,fig|1387557.3.peg.93,fig|31899.10.peg.176|SAMN05216182_0105,fig|351627.8.peg.591|Csac_0513,fig|608506.3.peg.2398|COB47_2231,fig|632292.3.peg.2634|Calhy_2509,fig|632335.8.peg.78|Calkr_0051,fig|632348.3.peg.2593|Calkro_2458,fig|632516.3.peg.491|CallaDRAFT_0470,fig|632518.3.peg.2345|Calow_2187	Domain of unknown function / Efflux ABC transporter, permease protein	0.846153846154	Counter({'Domain of unknown function / Efflux ABC transporter, permease protein': 11, 'hypothetical protein': 2})	13	12.0
fig|608506.3.peg.2190|COB47_2050	fig|608506.3.peg.2190|COB47_2050	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632516.3.peg.419	fig|632516.3.peg.419	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|31899.10.peg.187|SAMN05216182_0112	fig|31899.10.peg.187|SAMN05216182_0112	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|351627.8.peg.60|Csac_0050	fig|351627.8.peg.60|Csac_0050	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|31899.10.peg.2958	fig|31899.10.peg.2958,fig|632348.3.peg.2650	hypothetical protein	1.0	Counter({'hypothetical protein': 2})	2	2.0
fig|31899.10.peg.2959	fig|31899.10.peg.2959,fig|632292.3.peg.149	hypothetical protein	1.0	Counter({'hypothetical protein': 2})	2	2.0
fig|632518.3.peg.2349|Calow_2191	fig|632518.3.peg.2349|Calow_2191	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632335.8.peg.258|Calkr_0212	fig|1121259.3.peg.454,fig|632292.3.peg.2507|Calhy_2390,fig|632335.8.peg.258|Calkr_0212	2,4-dienoyl-CoA reductase	1.0	Counter({'2,4-dienoyl-CoA reductase': 3})	3	3.0
fig|1214564.3.peg.1394	fig|1214564.3.peg.1394,fig|351627.8.peg.1382|Csac_1238	Protein of unknown function DUF86, SO_3166 group	1.0	Counter({'Protein of unknown function DUF86, SO_3166 group': 2})	2	2.0
fig|351627.8.peg.1810|Csac_1643	fig|1121259.3.peg.26,fig|1214564.3.peg.24,fig|1387557.3.peg.1429,fig|31899.10.peg.1679|SAMN05216182_1472,fig|351627.8.peg.1810|Csac_1643,fig|632292.3.peg.1629|Calhy_1539,fig|632335.8.peg.1298|Calkr_1177,fig|632348.3.peg.1588|Calkro_1504	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4) / Adenylylsulfate kinase (EC 2.7.1.25)	1.0	Counter({'Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4) / Adenylylsulfate kinase (EC 2.7.1.25)': 8})	8	8.0
fig|31899.10.peg.713|SAMN05216182_0556	fig|1214564.3.peg.2229,fig|1387557.3.peg.544,fig|31899.10.peg.713|SAMN05216182_0556,fig|351627.8.peg.214|Csac_0180,fig|632292.3.peg.2429|Calhy_2319,fig|632348.3.peg.2437|Calkro_2316	hypothetical protein	1.0	Counter({'hypothetical protein': 6})	6	6.0
fig|632518.3.peg.1432	fig|632518.3.peg.1432	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|1214564.3.peg.2272	fig|1214564.3.peg.2272	Chromosome partition protein smc	1.0	Counter({'Chromosome partition protein smc': 1})	1	1.0
fig|632348.3.peg.2579|Calkro_2444	fig|1214564.3.peg.2085,fig|1387555.3.peg.524,fig|1387557.3.peg.372,fig|351627.8.peg.367|Csac_0314,fig|632348.3.peg.2579|Calkro_2444,fig|632518.3.peg.76|Calow_0068	hypothetical protein	1.0	Counter({'hypothetical protein': 6})	6	6.0
fig|632335.8.peg.535|Calkr_0476	fig|1121259.3.peg.1961,fig|1214564.3.peg.978,fig|1387555.3.peg.2186,fig|1387557.3.peg.2521,fig|31899.10.peg.2656|SAMN05216182_2416,fig|351627.8.peg.1473|Csac_1324,fig|608506.3.peg.2015|COB47_1882,fig|632292.3.peg.700|Calhy_0647,fig|632335.8.peg.535|Calkr_0476,fig|632348.3.peg.559|Calkro_0527,fig|632516.3.peg.1949|CallaDRAFT_1879,fig|632518.3.peg.1906|Calow_1791	Ribosome hibernation promoting factor Hpf	1.0	Counter({'Ribosome hibernation promoting factor Hpf': 12})	12	12.0
fig|632292.3.peg.405|Calhy_0368	fig|632292.3.peg.405|Calhy_0368	Helicase loader DnaI	1.0	Counter({'Helicase loader DnaI': 1})	1	1.0
fig|351627.8.peg.743|Csac_0644	fig|351627.8.peg.743|Csac_0644	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632516.3.peg.2431|CallaDRAFT_2334	fig|632335.8.peg.2514|Calkr_2322,fig|632516.3.peg.2431|CallaDRAFT_2334	hypothetical protein	1.0	Counter({'hypothetical protein': 2})	2	2.0
fig|31899.10.peg.3023|SAMN05216182_2760	fig|31899.10.peg.3023|SAMN05216182_2760,fig|632292.3.peg.446|Calhy_0409,fig|632335.8.peg.2259|Calkr_2088	Cytosine-specific DNA methyltransferase	1.0	Counter({'Cytosine-specific DNA methyltransferase': 3})	3	3.0
fig|632292.3.peg.812|Calhy_0752	fig|632292.3.peg.812|Calhy_0752	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632516.3.peg.803|CallaDRAFT_0771	fig|1214564.3.peg.2434,fig|31899.10.peg.219|SAMN05216182_0139,fig|351627.8.peg.72|Csac_0058,fig|632292.3.peg.2677|Calhy_2545,fig|632335.8.peg.2760|Calkr_2534,fig|632348.3.peg.2628|Calkro_2489,fig|632516.3.peg.803|CallaDRAFT_0771	CRISPR-associated protein Cas5	1.0	Counter({'CRISPR-associated protein Cas5': 7})	7	7.0
fig|31899.10.peg.2385|SAMN05216182_2171	fig|1387557.3.peg.2150,fig|31899.10.peg.2385|SAMN05216182_2171,fig|351627.8.peg.1207|Csac_1073,fig|608506.3.peg.1800|COB47_1678,fig|632348.3.peg.898|Calkro_0844	hypothetical protein	1.0	Counter({'hypothetical protein': 5})	5	5.0
fig|632516.3.peg.2259|CallaDRAFT_2175	fig|1121259.3.peg.478,fig|1214564.3.peg.1962,fig|1387555.3.peg.277,fig|1387557.3.peg.472,fig|31899.10.peg.610|SAMN05216182_0467,fig|351627.8.peg.135|Csac_0112,fig|608506.3.peg.232|COB47_0210,fig|632292.3.peg.2523|Calhy_2405,fig|632335.8.peg.236|Calkr_0189,fig|632348.3.peg.2491|Calkro_2366,fig|632516.3.peg.2259|CallaDRAFT_2175,fig|632518.3.peg.163|Calow_0149	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	1.0	Counter({'2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)': 12})	12	12.0
fig|1387557.3.peg.178	fig|1387557.3.peg.178,fig|632335.8.peg.2882|Calkr_2598,fig|632516.3.peg.409|CallaDRAFT_0403	hypothetical protein	1.0	Counter({'hypothetical protein': 3})	3	3.0
fig|1214564.3.peg.660	fig|1214564.3.peg.660	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632292.3.peg.983|Calhy_0912	fig|1121259.3.peg.699,fig|1214564.3.peg.743,fig|1387557.3.peg.2115,fig|31899.10.peg.2347|SAMN05216182_2134,fig|351627.8.peg.2562|Csac_2377,fig|608506.3.peg.1764|COB47_1647,fig|632292.3.peg.983|Calhy_0912,fig|632335.8.peg.941|Calkr_0838,fig|632348.3.peg.937|Calkro_0879,fig|632518.3.peg.1675|Calow_1579	hypothetical protein	0.7	Counter({'hypothetical protein': 7, 'putative membrane protein': 3})	10	10.0
fig|1387557.3.peg.174	fig|1387557.3.peg.174,fig|632335.8.peg.2878|Calkr_2594,fig|632516.3.peg.413|CallaDRAFT_0407	DUF324 domain-containing protein	0.666666666667	Counter({'DUF324 domain-containing protein': 2, 'hypothetical protein': 1})	3	3.0
fig|1387557.3.peg.175	fig|1387557.3.peg.175,fig|632335.8.peg.2879|Calkr_2595,fig|632516.3.peg.412|CallaDRAFT_0406	hypothetical protein	1.0	Counter({'hypothetical protein': 3})	3	3.0
fig|1387557.3.peg.170	fig|1387557.3.peg.170	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|1387557.3.peg.171	fig|1387557.3.peg.171	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	1.0	Counter({'Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site': 1})	1	1.0
fig|351627.8.peg.1855	fig|351627.8.peg.1855	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|351627.8.peg.1854	fig|351627.8.peg.1854	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|351627.8.peg.1851	fig|351627.8.peg.1851	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|351627.8.peg.1859	fig|351627.8.peg.1859	Mobile element protein	1.0	Counter({'Mobile element protein': 1})	1	1.0
fig|351627.8.peg.1858	fig|351627.8.peg.1858	Mobile element protein	1.0	Counter({'Mobile element protein': 1})	1	1.0
fig|632516.3.peg.368|CallaDRAFT_0367	fig|632516.3.peg.368|CallaDRAFT_0367	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|1387555.3.peg.418	fig|1121259.3.peg.2219,fig|1214564.3.peg.1342,fig|1387555.3.peg.418,fig|1387557.3.peg.329,fig|31899.10.peg.464|SAMN05216182_0334,fig|351627.8.peg.2758|Csac_2559,fig|608506.3.peg.69|COB47_0066,fig|632292.3.peg.54|Calhy_0050,fig|632335.8.peg.2676|Calkr_2460,fig|632348.3.peg.66|Calkro_0062,fig|632516.3.peg.1996|CallaDRAFT_1926,fig|632518.3.peg.38|Calow_0037	Two-component response regulator SA14-24	1.0	Counter({'Two-component response regulator SA14-24': 12})	12	12.0
fig|351627.8.peg.2808|Csac_2598	fig|351627.8.peg.2808|Csac_2598	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|31899.10.peg.1743|SAMN05216182_1533	fig|31899.10.peg.1743|SAMN05216182_1533	protein of unknown function UPF0236	1.0	Counter({'protein of unknown function UPF0236': 1})	1	1.0
fig|1387555.3.peg.410	fig|1387555.3.peg.410	Chromosome partition protein smc	1.0	Counter({'Chromosome partition protein smc': 1})	1	1.0
fig|1387555.3.peg.417	fig|1121259.3.peg.2220,fig|1214564.3.peg.1343,fig|1387555.3.peg.417,fig|1387557.3.peg.328,fig|31899.10.peg.463|SAMN05216182_0333,fig|608506.3.peg.68|COB47_0065,fig|632335.8.peg.2677|Calkr_2461,fig|632348.3.peg.65|Calkro_0061,fig|632516.3.peg.1995|CallaDRAFT_1925	hypothetical protein	1.0	Counter({'hypothetical protein': 9})	9	9.0
fig|1387555.3.peg.414	fig|1387555.3.peg.414,fig|31899.10.peg.458|SAMN05216182_0328	Abortive infection protein	0.5	Counter({'Abortive infection protein': 1, 'hypothetical protein': 1})	2	2.0
fig|351627.8.peg.223|Csac_0189	fig|1121259.3.peg.2224,fig|1214564.3.peg.2219,fig|1387555.3.peg.2497,fig|1387557.3.peg.630,fig|31899.10.peg.2896|SAMN05216182_2642,fig|351627.8.peg.223|Csac_0189,fig|608506.3.peg.2336|COB47_2170,fig|608506.3.peg.2404|COB47_2236,fig|632292.3.peg.517|Calhy_0471,fig|632335.8.peg.2682|Calkr_2466,fig|632335.8.peg.296|Calkr_0251,fig|632516.3.peg.1679|CallaDRAFT_1612	Mobile element protein	0.666666666667	Counter({'Mobile element protein': 8, 'Transposase': 3, 'transposase, IS605 OrfB family': 1})	12	10.0
fig|31899.10.peg.1173|SAMN05216182_0985	fig|31899.10.peg.1173|SAMN05216182_0985	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|1214564.3.peg.932	fig|1214564.3.peg.932	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|31899.10.peg.2378	fig|31899.10.peg.2378	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632292.3.peg.827|Calhy_0767	fig|632292.3.peg.827|Calhy_0767	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632335.8.peg.15|Calkr_2650	fig|632335.8.peg.15|Calkr_2650	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|1387557.3.peg.718	fig|1387557.3.peg.718	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|1387557.3.peg.719	fig|1121259.3.peg.1584,fig|1387557.3.peg.719,fig|31899.10.peg.928|SAMN05216182_0759,fig|608506.3.peg.493|COB47_0440,fig|632348.3.peg.2264|Calkro_2150,fig|632516.3.peg.2509|CallaDRAFT_2413	hypothetical protein	1.0	Counter({'hypothetical protein': 6})	6	6.0
fig|1387557.3.peg.710	fig|1387557.3.peg.710	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632348.3.peg.823	fig|632292.3.peg.918,fig|632348.3.peg.823	hypothetical protein	1.0	Counter({'hypothetical protein': 2})	2	2.0
fig|31899.10.peg.764|SAMN05216182_0607	fig|31899.10.peg.764|SAMN05216182_0607,fig|608506.3.peg.328	hypothetical protein	1.0	Counter({'hypothetical protein': 2})	2	2.0
fig|351627.8.peg.1176|Csac_1043	fig|1121259.3.peg.737,fig|1214564.3.peg.1891,fig|1387555.3.peg.1035,fig|1387557.3.peg.2183,fig|31899.10.peg.2417|SAMN05216182_2201,fig|351627.8.peg.1176|Csac_1043,fig|608506.3.peg.1831|COB47_1709,fig|632292.3.peg.953|Calhy_0883,fig|632335.8.peg.904|Calkr_0799,fig|632348.3.peg.865|Calkro_0814,fig|632516.3.peg.1149|CallaDRAFT_1090,fig|632518.3.peg.1716|Calow_1617	Programmed cell death toxin YdcE	1.0	Counter({'Programmed cell death toxin YdcE': 12})	12	12.0
fig|632518.3.peg.2131|Calow_1994	fig|1121259.3.peg.1187,fig|1214564.3.peg.1792,fig|1387555.3.peg.176,fig|1387555.3.peg.246,fig|1387557.3.peg.2726,fig|1387557.3.peg.509,fig|31899.10.peg.2076|SAMN05216182_1863,fig|31899.10.peg.2869|SAMN05216182_2618,fig|351627.8.peg.2639|Csac_2447,fig|351627.8.peg.763|Csac_0660,fig|608506.3.peg.2203|COB47_2063,fig|632292.3.peg.506|Calhy_0462,fig|632335.8.peg.2511|Calkr_2318,fig|632335.8.peg.2580|Calkr_2381,fig|632335.8.peg.33|Calkr_0014,fig|632348.3.peg.208|Calkro_0196,fig|632348.3.peg.363|Calkro_0337,fig|632516.3.peg.2523|CallaDRAFT_2429,fig|632518.3.peg.2131|Calow_1994	ABC-type antimicrobial peptide transport system, ATPase component	1.0	Counter({'ABC-type antimicrobial peptide transport system, ATPase component': 19})	19	12.0
fig|632518.3.peg.1129|Calow_1048	fig|632518.3.peg.1129|Calow_1048	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|1214564.3.peg.1603	fig|1214564.3.peg.1603	Efflux ABC transporter, ATP-binding protein	1.0	Counter({'Efflux ABC transporter, ATP-binding protein': 1})	1	1.0
fig|1214564.3.peg.1602	fig|1214564.3.peg.1602	Efflux ABC transporter, ATP-binding protein	1.0	Counter({'Efflux ABC transporter, ATP-binding protein': 1})	1	1.0
fig|1387555.3.peg.677	fig|1121259.3.peg.2431,fig|1214564.3.peg.1443,fig|1387555.3.peg.393,fig|1387555.3.peg.677,fig|31899.10.peg.2553,fig|31899.10.peg.80|SAMN05216182_0014,fig|608506.3.peg.210,fig|632292.3.peg.330|Calhy_0296,fig|632335.8.peg.1621,fig|632516.3.peg.14|CallaDRAFT_0014	hypothetical protein	1.0	Counter({'hypothetical protein': 10})	10	8.0
fig|1387555.3.peg.676	fig|1387555.3.peg.676	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|1387555.3.peg.675	fig|1387555.3.peg.675	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|1387555.3.peg.672	fig|1387555.3.peg.672,fig|632518.3.peg.2087|Calow_1957	Related to F420H2-dehydrogenase, beta subunit	1.0	Counter({'Related to F420H2-dehydrogenase, beta subunit': 2})	2	2.0
fig|1387555.3.peg.671	fig|1387555.3.peg.671,fig|632518.3.peg.2089|Calow_1959	Polysaccharide pyruvyl transferase CsaB	1.0	Counter({'Polysaccharide pyruvyl transferase CsaB': 2})	2	2.0
fig|632516.3.peg.2159|CallaDRAFT_2081	fig|632516.3.peg.2159|CallaDRAFT_2081	FIG00469151: hypothetical protein	1.0	Counter({'FIG00469151: hypothetical protein': 1})	1	1.0
fig|1387555.3.peg.679	fig|1121259.3.peg.2052,fig|1387555.3.peg.679,fig|1387557.3.peg.1841,fig|31899.10.peg.2092|SAMN05216182_1877,fig|351627.8.peg.731|Csac_0634,fig|608506.3.peg.1061|COB47_0973,fig|632335.8.peg.1744|Calkr_1613,fig|632348.3.peg.1202|Calkro_1133,fig|632516.3.peg.1579|CallaDRAFT_1519,fig|632518.3.peg.1441|Calow_1355	Methyl-directed repair DNA adenine methylase (EC 2.1.1.72)	0.9	Counter({'Methyl-directed repair DNA adenine methylase (EC 2.1.1.72)': 9, 'DNA adenine methylase (EC 2.1.1.72)': 1})	10	10.0
fig|1387555.3.peg.678	fig|1387555.3.peg.678	transposase, IS30 family	1.0	Counter({'transposase, IS30 family': 1})	1	1.0
fig|632516.3.peg.2363|CallaDRAFT_2273	fig|1121259.3.peg.1675,fig|1214564.3.peg.1560,fig|1387555.3.peg.2378,fig|1387557.3.peg.807,fig|31899.10.peg.991|SAMN05216182_0823,fig|351627.8.peg.895|Csac_0787,fig|608506.3.peg.564|COB47_0505,fig|632292.3.peg.2193|Calhy_2093,fig|632335.8.peg.2204|Calkr_2037,fig|632348.3.peg.2190|Calkro_2075,fig|632516.3.peg.2363|CallaDRAFT_2273,fig|632518.3.peg.461|Calow_0414	UPF0758 family protein	1.0	Counter({'UPF0758 family protein': 12})	12	12.0
fig|632348.3.peg.2572	fig|632348.3.peg.2572	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632516.3.peg.1908|CallaDRAFT_1839	fig|31899.10.peg.494|SAMN05216182_0364,fig|632516.3.peg.1908|CallaDRAFT_1839	ABC-type antimicrobial peptide transport system, permease component	1.0	Counter({'ABC-type antimicrobial peptide transport system, permease component': 2})	2	2.0
fig|632348.3.peg.2570	fig|632348.3.peg.2570	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632348.3.peg.2571	fig|632348.3.peg.2571	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|351627.8.peg.2402|Csac_2220	fig|351627.8.peg.2402|Csac_2220	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|351627.8.peg.2970|Csac_2747	fig|351627.8.peg.2970|Csac_2747	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632516.3.peg.299|CallaDRAFT_0299	fig|1121259.3.peg.856,fig|1214564.3.peg.1431,fig|1387555.3.peg.800,fig|1387557.3.peg.901,fig|31899.10.peg.1077|SAMN05216182_0901,fig|351627.8.peg.1347|Csac_1204,fig|608506.3.peg.654|COB47_0592,fig|632292.3.peg.2114|Calhy_2020,fig|632335.8.peg.665|Calkr_0594,fig|632348.3.peg.2098|Calkro_1990,fig|632516.3.peg.299|CallaDRAFT_0299,fig|632518.3.peg.565|Calow_0512	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	1.0	Counter({'Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)': 12})	12	12.0
fig|632516.3.peg.432|CallaDRAFT_0421	fig|632516.3.peg.432|CallaDRAFT_0421	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	1.0	Counter({'Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site': 1})	1	1.0
fig|632348.3.peg.539|Calkro_0508	fig|632348.3.peg.539|Calkro_0508	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632518.3.peg.1620|Calow_1525	fig|1121259.3.peg.646,fig|1214564.3.peg.395,fig|1387557.3.peg.2061,fig|31899.10.peg.2293|SAMN05216182_2081,fig|351627.8.peg.2510|Csac_2325,fig|608506.3.peg.1711|COB47_1595,fig|632292.3.peg.1038|Calhy_0964,fig|632335.8.peg.994|Calkr_0890,fig|632348.3.peg.990|Calkro_0931,fig|632518.3.peg.1620|Calow_1525	5'-methylthioadenosine phosphorylase (EC 2.4.2.28)	1.0	Counter({"5'-methylthioadenosine phosphorylase (EC 2.4.2.28)": 10})	10	10.0
fig|632518.3.peg.993	fig|632518.3.peg.993	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632518.3.peg.994	fig|632518.3.peg.994	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632518.3.peg.995	fig|632518.3.peg.995	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632518.3.peg.996	fig|632518.3.peg.996	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632518.3.peg.182|Calow_0164	fig|632518.3.peg.182|Calow_0164	hypothetical protein	1.0	Counter({'hypothetical protein': 1})	1	1.0
fig|632335.8.peg.11|Calkr_2647	fig|1387557.3.peg.2291,fig|632292.3.peg.454,fig|632335.8.peg.11|Calkr_2647,fig|632335.8.peg.2252|Calkr_2081	Metallo-beta-lactamase superfamily	1.0	Counter({'Metallo-beta-lactamase superfamily': 4})	4	3.0
fig|1121259.3.peg.2018	fig|1121259.3.peg.2018	Heat shock protein GrpE	1.0	Counter({'Heat shock protein GrpE': 1})	1	1.0
fig|608506.3.peg.590	fig|608506.3.peg.590	Chemotaxis regulator - transmits chemoreceptor signals to flagellar motor components CheY	1.0	Counter({'Chemotaxis regulator - transmits chemoreceptor signals to flagellar motor components CheY': 1})	1	1.0
fig|1121259.3.peg.2330	fig|1121259.3.peg.2330,fig|1214564.3.peg.1012,fig|1387555.3.peg.2262,fig|1387557.3.peg.1064,fig|31899.10.peg.1253|SAMN05216182_1065,fig|351627.8.peg.1061|Csac_0939,fig|608506.3.peg.796|COB47_0723,fig|632292.3.peg.1984|Calhy_1893,fig|632335.8.peg.2077|Calkr_1918,fig|632348.3.peg.1957|Calkro_1859,fig|632516.3.peg.598|CallaDRAFT_0575,fig|632518.3.peg.702|Calow_0640	Segregation and condensation protein B	1.0	Counter({'Segregation and condensation protein B': 12})	12	12.0
fig|31899.10.peg.3119|SAMN05216182_2845	fig|1387555.3.peg.2128,fig|1387557.3.peg.2363,fig|31899.10.peg.3119|SAMN05216182_2845,fig|351627.8.peg.1552|Csac_1399,fig|351627.8.peg.2869|Csac_2654,fig|632292.3.peg.353|Calhy_0320,fig|632335.8.peg.2341|Calkr_2163,fig|632348.3.peg.694|Calkro_0653	hypothetical protein	1.0	Counter({'hypothetical protein': 8})	8	7.0
fig|31899.10.peg.27|SAMN05216182_2871	fig|1121259.3.peg.2481,fig|1387555.3.peg.2069,fig|1387555.3.peg.2562,fig|1387557.3.peg.2395,fig|31899.10.peg.1197|SAMN05216182_1007,fig|31899.10.peg.27|SAMN05216182_2871,fig|351627.8.peg.663|Csac_0574,fig|608506.3.peg.1919|COB47_1793,fig|632348.3.peg.828|Calkro_0778,fig|632518.3.peg.1752|Calow_1653	hypothetical protein	1.0	Counter({'hypothetical protein': 10})	10	8.0
fig|632516.3.peg.1945|CallaDRAFT_1875	fig|1121259.3.peg.1957,fig|1214564.3.peg.973,fig|1387555.3.peg.2190,fig|1387557.3.peg.2525,fig|31899.10.peg.2660|SAMN05216182_2420,fig|351627.8.peg.1468|Csac_1320,fig|608506.3.peg.2019|COB47_1886,fig|632292.3.peg.696|Calhy_0643,fig|632335.8.peg.530|Calkr_0472,fig|632348.3.peg.555|Calkro_0523,fig|632516.3.peg.1945|CallaDRAFT_1875,fig|632518.3.peg.1911|Calow_1795	HDIG domain protein	1.0	Counter({'HDIG domain protein': 12})	12	12.0
fig|632516.3.peg.141|CallaDRAFT_0140	fig|1121259.3.peg.221,fig|1214564.3.peg.1866,fig|1387555.3.peg.1538,fig|1387557.3.peg.1621,fig|31899.10.peg.1876|SAMN05216182_1663,fig|351627.8.peg.2120|Csac_1940,fig|608506.3.peg.1269|COB47_1169,fig|632292.3.peg.1429|Calhy_1344,fig|632335.8.peg.1501|Calkr_1379,fig|632348.3.peg.1397|Calkro_1318,fig|632516.3.peg.141|CallaDRAFT_0140,fig|632518.3.peg.1257|Calow_1172	Branched-chain amino acid ABC transporter, ATP-binding protein LivG (TC 3.A.1.4.1)	1.0	Counter({'Branched-chain amino acid ABC transporter, ATP-binding protein LivG (TC 3.A.1.4.1)': 12})	12	12.0
