TAG	Rep_gene	Rep_len	Rep_genome	Gene_cnt_chromosome	Gene_list_chromosome	Gene_cnt_plasmid	Gene_list_plasmid	Genome_cnt	Genome_list	1121259.3	1214564.3	1387555.3	1387557.3	31899.1	351627.8	608506.3	632292.3	632335.8	632348.3	632516.3	632518.3	most_common_function	function_proportion	count_result
TAG3890	fig|351627.8.peg.1050|Csac_0929	121	351627.8	1	fig|351627.8.peg.1050|Csac_0929	0	-	1	351627.8	-	-	-	-	-	1050_0929	-	-	-	-	-	-	Small basic protein Sbp	1.0	Counter({'Small basic protein Sbp': 1})
TAG3891	fig|351627.8.peg.1055	40	351627.8	2	fig|1214564.3.peg.1018,fig|351627.8.peg.1055	0	-	2	1214564.3;351627.8	-	1018	-	-	-	1055	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG3892	fig|351627.8.peg.1057|Csac_0935	447	351627.8	12	fig|1121259.3.peg.2334,fig|1214564.3.peg.1016,fig|1387555.3.peg.2266,fig|1387557.3.peg.1060,fig|31899.10.peg.1249|SAMN05216182_1061,fig|351627.8.peg.1057|Csac_0935,fig|608506.3.peg.792|COB47_0719,fig|632292.3.peg.1988|Calhy_1897,fig|632335.8.peg.2081|Calkr_1922,fig|632348.3.peg.1961|Calkro_1863,fig|632516.3.peg.594|CallaDRAFT_0571,fig|632518.3.peg.698|Calow_0636	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2334	1016	2266	1060	1249_1061	1057_0935	792_0719	1988_1897	2081_1922	1961_1863	594_0571	698_0636	Diaminopimelate decarboxylase (EC 4.1.1.20)	1.0	Counter({'Diaminopimelate decarboxylase (EC 4.1.1.20)': 12})
TAG3893	fig|351627.8.peg.1064|Csac_0942	195	351627.8	10	fig|1121259.3.peg.2327,fig|1214564.3.peg.1009,fig|1387557.3.peg.1067,fig|31899.10.peg.1256|SAMN05216182_1068,fig|351627.8.peg.1064|Csac_0942,fig|632292.3.peg.1981|Calhy_1890,fig|632335.8.peg.2074|Calkr_1915,fig|632348.3.peg.1954|Calkro_1856,fig|632516.3.peg.601|CallaDRAFT_0578,fig|632518.3.peg.705|Calow_0643	0	-	10	1121259.3;1214564.3;1387557.3;31899.10;351627.8;632292.3;632335.8;632348.3;632516.3;632518.3	2327	1009	-	1067	1256_1068	1064_0942	-	1981_1890	2074_1915	1954_1856	601_0578	705_0643	hypothetical protein	1.0	Counter({'hypothetical protein': 10})
TAG3894	fig|351627.8.peg.1065	43	351627.8	1	fig|351627.8.peg.1065	0	-	1	351627.8	-	-	-	-	-	1065	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3895	fig|351627.8.peg.1066|Csac_0943	366	351627.8	1	fig|351627.8.peg.1066|Csac_0943	0	-	1	351627.8	-	-	-	-	-	1066_0943	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG3896	fig|351627.8.peg.1067|Csac_0944	554	351627.8	11	fig|1121259.3.peg.2326,fig|1214564.3.peg.1008,fig|1387557.3.peg.1068,fig|31899.10.peg.1257|SAMN05216182_1069,fig|351627.8.peg.1067|Csac_0944,fig|608506.3.peg.801|COB47_0727,fig|632292.3.peg.1980|Calhy_1889,fig|632335.8.peg.2073|Calkr_1914,fig|632348.3.peg.1953|Calkro_1855,fig|632516.3.peg.602|CallaDRAFT_0579,fig|632518.3.peg.706|Calow_0644	0	-	11	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2326	1008	-	1068	1257_1069	1067_0944	801_0727	1980_1889	2073_1914	1953_1855	602_0579	706_0644	hypothetical protein	0.363636363636	Counter({'hypothetical protein': 4, 'HD-GYP domain': 3, 'Metal-dependent phosphohydrolase': 2, 'HD-hydrolase domain': 2})
TAG3897	fig|351627.8.peg.106|Csac_0084	69	351627.8	1	fig|351627.8.peg.106|Csac_0084	0	-	1	351627.8	-	-	-	-	-	106_0084	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3898	fig|351627.8.peg.1073|Csac_0950	390	351627.8	2	fig|351627.8.peg.1073|Csac_0950,fig|632335.8.peg.556|Calkr_0495	0	-	2	351627.8;632335.8	-	-	-	-	-	1073_0950	-	-	556_0495	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 2})
TAG3899	fig|351627.8.peg.1074	43	351627.8	1	fig|351627.8.peg.1074	0	-	1	351627.8	-	-	-	-	-	1074	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3900	fig|351627.8.peg.1077|Csac_0953	383	351627.8	1	fig|351627.8.peg.1077|Csac_0953	0	-	1	351627.8	-	-	-	-	-	1077_0953	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG3901	fig|351627.8.peg.1078	43	351627.8	1	fig|351627.8.peg.1078	0	-	1	351627.8	-	-	-	-	-	1078	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3902	fig|351627.8.peg.1088|Csac_0963	164	351627.8	1	fig|351627.8.peg.1088|Csac_0963	0	-	1	351627.8	-	-	-	-	-	1088_0963	-	-	-	-	-	-	Stage V sporulation protein B	1.0	Counter({'Stage V sporulation protein B': 1})
TAG3903	fig|351627.8.peg.1089	65	351627.8	1	fig|351627.8.peg.1089	0	-	1	351627.8	-	-	-	-	-	1089	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3904	fig|351627.8.peg.1090	87	351627.8	1	fig|351627.8.peg.1090	0	-	1	351627.8	-	-	-	-	-	1090	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3905	fig|351627.8.peg.1091	58	351627.8	1	fig|351627.8.peg.1091	0	-	1	351627.8	-	-	-	-	-	1091	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3906	fig|351627.8.peg.1094|Csac_0966	131	351627.8	11	fig|1121259.3.peg.1857,fig|1214564.3.peg.2123,fig|1387557.3.peg.1089,fig|31899.10.peg.1277|SAMN05216182_1090,fig|351627.8.peg.1094|Csac_0966,fig|608506.3.peg.826|COB47_0752,fig|632292.3.peg.1960|Calhy_1869,fig|632335.8.peg.2051|Calkr_1893,fig|632348.3.peg.1933|Calkro_1835,fig|632516.3.peg.622|CallaDRAFT_0599,fig|632518.3.peg.727|Calow_0665	0	-	11	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1857	2123	-	1089	1277_1090	1094_0966	826_0752	1960_1869	2051_1893	1933_1835	622_0599	727_0665	hypothetical protein	1.0	Counter({'hypothetical protein': 11})
TAG3907	fig|351627.8.peg.10|Csac_0009	107	351627.8	1	fig|351627.8.peg.10|Csac_0009	0	-	1	351627.8	-	-	-	-	-	10_0009	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3908	fig|351627.8.peg.11	241	351627.8	1	fig|351627.8.peg.11	0	-	1	351627.8	-	-	-	-	-	11	-	-	-	-	-	-	Sarcosine oxidase alpha subunit (EC 1.5.3.1)	1.0	Counter({'Sarcosine oxidase alpha subunit (EC 1.5.3.1)': 1})
TAG3909	fig|351627.8.peg.1100	37	351627.8	2	fig|1214564.3.peg.2117,fig|351627.8.peg.1100	0	-	2	1214564.3;351627.8	-	2117	-	-	-	1100	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG3910	fig|351627.8.peg.111	37	351627.8	1	fig|351627.8.peg.111	0	-	1	351627.8	-	-	-	-	-	111	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3911	fig|351627.8.peg.1113|Csac_0984	329	351627.8	11	fig|1121259.3.peg.1838,fig|1214564.3.peg.2104,fig|1387557.3.peg.1108,fig|31899.10.peg.1296|SAMN05216182_1108,fig|351627.8.peg.1113|Csac_0984,fig|608506.3.peg.847|COB47_0773,fig|632292.3.peg.1939|Calhy_1849,fig|632335.8.peg.2032|Calkr_1875,fig|632348.3.peg.1915|Calkro_1817,fig|632516.3.peg.1886|CallaDRAFT_1817,fig|632518.3.peg.746|Calow_0683	0	-	11	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1838	2104	-	1108	1296_1108	1113_0984	847_0773	1939_1849	2032_1875	1915_1817	1886_1817	746_0683	hypothetical protein	1.0	Counter({'hypothetical protein': 11})
TAG3912	fig|351627.8.peg.1123|Csac_0994	44	351627.8	1	fig|351627.8.peg.1123|Csac_0994	0	-	1	351627.8	-	-	-	-	-	1123_0994	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3913	fig|351627.8.peg.1124|Csac_0995	102	351627.8	1	fig|351627.8.peg.1124|Csac_0995	0	-	1	351627.8	-	-	-	-	-	1124_0995	-	-	-	-	-	-	ACT-domain-containing protein, predicted allosteric regulator of homoserine dehydrogenase	1.0	Counter({'ACT-domain-containing protein, predicted allosteric regulator of homoserine dehydrogenase': 1})
TAG3914	fig|351627.8.peg.1130	46	351627.8	1	fig|351627.8.peg.1130	0	-	1	351627.8	-	-	-	-	-	1130	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3915	fig|351627.8.peg.1138|Csac_1007	1271	351627.8	9	fig|1121259.3.peg.2406,fig|1214564.3.peg.1928,fig|1387557.3.peg.2233,fig|31899.10.peg.2464|SAMN05216182_2247,fig|351627.8.peg.1138|Csac_1007,fig|608506.3.peg.1877|COB47_1755,fig|632292.3.peg.892|Calhy_0830,fig|632348.3.peg.792|Calkro_0747,fig|632518.3.peg.1767|Calow_1668	0	-	9	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632348.3;632518.3	2406	1928	-	2233	2464_2247	1138_1007	1877_1755	892_0830	-	792_0747	-	1767_1668	hypothetical protein	1.0	Counter({'hypothetical protein': 9})
TAG3916	fig|351627.8.peg.1139|Csac_1008	1207	351627.8	10	fig|1121259.3.peg.2407,fig|1214564.3.peg.1927,fig|1387555.3.peg.983,fig|1387557.3.peg.2232,fig|31899.10.peg.2463|SAMN05216182_2246,fig|351627.8.peg.1139|Csac_1008,fig|608506.3.peg.1876|COB47_1754,fig|632292.3.peg.893|Calhy_0831,fig|632348.3.peg.793|Calkro_0748,fig|632518.3.peg.1766|Calow_1667	0	-	10	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632348.3;632518.3	2407	1927	983	2232	2463_2246	1139_1008	1876_1754	893_0831	-	793_0748	-	1766_1667	Neogenin	0.6	Counter({'Neogenin': 6, 'Fibronectin type III domain protein': 2, 'hypothetical protein': 2})
TAG3917	fig|351627.8.peg.113|Csac_0091	337	351627.8	11	fig|1121259.3.peg.1513,fig|1214564.3.peg.1270,fig|1387557.3.peg.219,fig|31899.10.peg.337|SAMN05216182_0211,fig|351627.8.peg.113|Csac_0091,fig|608506.3.peg.2495|COB47_2297,fig|632292.3.peg.2719|Calhy_2588,fig|632335.8.peg.2838|Calkr_2571,fig|632348.3.peg.2717|Calkro_2552,fig|632516.3.peg.442|CallaDRAFT_0427,fig|632518.3.peg.2392|Calow_2229	0	-	11	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1513	1270	-	219	337_0211	113_0091	2495_2297	2719_2588	2838_2571	2717_2552	442_0427	2392_2229	Stage V sporulation protein AD (SpoVAD)	1.0	Counter({'Stage V sporulation protein AD (SpoVAD)': 11})
TAG3918	fig|351627.8.peg.1140|Csac_1009	185	351627.8	1	fig|351627.8.peg.1140|Csac_1009	0	-	1	351627.8	-	-	-	-	-	1140_1009	-	-	-	-	-	-	S-layer associated multidomain endoglucanase	1.0	Counter({'S-layer associated multidomain endoglucanase': 1})
TAG3919	fig|351627.8.peg.1141|Csac_1010	267	351627.8	11	fig|1121259.3.peg.2409,fig|1214564.3.peg.1925,fig|1387555.3.peg.985,fig|31899.10.peg.2461|SAMN05216182_2244,fig|351627.8.peg.1141|Csac_1010,fig|608506.3.peg.1874|COB47_1752,fig|632292.3.peg.895|Calhy_0833,fig|632335.8.peg.861|Calkr_0759,fig|632348.3.peg.795|Calkro_0750,fig|632516.3.peg.666|CallaDRAFT_0643,fig|632518.3.peg.1764|Calow_1665	0	-	11	1121259.3;1214564.3;1387555.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2409	1925	985	-	2461_2244	1141_1010	1874_1752	895_0833	861_0759	795_0750	666_0643	1764_1665	Glutamine ABC transporter, substrate-binding protein GlnH	1.0	Counter({'Glutamine ABC transporter, substrate-binding protein GlnH': 11})
TAG3920	fig|351627.8.peg.1146	50	351627.8	1	fig|351627.8.peg.1146	0	-	1	351627.8	-	-	-	-	-	1146	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3921	fig|351627.8.peg.1147|Csac_1015	252	351627.8	3	fig|1214564.3.peg.1920,fig|351627.8.peg.1147|Csac_1015,fig|632348.3.peg.2676|Calkro_2517	0	-	3	1214564.3;351627.8;632348.3	-	1920	-	-	-	1147_1015	-	-	-	2676_2517	-	-	Phage protein	1.0	Counter({'Phage protein': 3})
TAG3922	fig|351627.8.peg.1155	46	351627.8	1	fig|351627.8.peg.1155	0	-	1	351627.8	-	-	-	-	-	1155	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3923	fig|351627.8.peg.1168|Csac_1035	463	351627.8	12	fig|1121259.3.peg.746,fig|1214564.3.peg.1900,fig|1387555.3.peg.1027,fig|1387557.3.peg.2192,fig|31899.10.peg.2426|SAMN05216182_2210,fig|351627.8.peg.1168|Csac_1035,fig|608506.3.peg.1840|COB47_1718,fig|632292.3.peg.944|Calhy_0874,fig|632335.8.peg.895|Calkr_0790,fig|632348.3.peg.856|Calkro_0805,fig|632516.3.peg.1141|CallaDRAFT_1081,fig|632518.3.peg.1725|Calow_1626	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	746	1900	1027	2192	2426_2210	1168_1035	1840_1718	944_0874	895_0790	856_0805	1141_1081	1725_1626	Transcriptional regulator of pyridoxine metabolism / Pyridoxamine phosphate aminotransferase (EC 2.6.1.54)	1.0	Counter({'Transcriptional regulator of pyridoxine metabolism / Pyridoxamine phosphate aminotransferase (EC 2.6.1.54)': 12})
TAG3924	fig|351627.8.peg.1175|Csac_1042	106	351627.8	12	fig|1121259.3.peg.738,fig|1214564.3.peg.1892,fig|1387555.3.peg.1034,fig|1387557.3.peg.2184,fig|31899.10.peg.2418|SAMN05216182_2202,fig|351627.8.peg.1175|Csac_1042,fig|608506.3.peg.1832|COB47_1710,fig|632292.3.peg.952|Calhy_0882,fig|632335.8.peg.903|Calkr_0798,fig|632348.3.peg.864|Calkro_0813,fig|632516.3.peg.1148|CallaDRAFT_1089,fig|632518.3.peg.1717|Calow_1618	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	738	1892	1034	2184	2418_2202	1175_1042	1832_1710	952_0882	903_0798	864_0813	1148_1089	1717_1618	Programmed cell death antitoxin YdcD	1.0	Counter({'Programmed cell death antitoxin YdcD': 12})
TAG3925	fig|351627.8.peg.1176|Csac_1043	148	351627.8	12	fig|1121259.3.peg.737,fig|1214564.3.peg.1891,fig|1387555.3.peg.1035,fig|1387557.3.peg.2183,fig|31899.10.peg.2417|SAMN05216182_2201,fig|351627.8.peg.1176|Csac_1043,fig|608506.3.peg.1831|COB47_1709,fig|632292.3.peg.953|Calhy_0883,fig|632335.8.peg.904|Calkr_0799,fig|632348.3.peg.865|Calkro_0814,fig|632516.3.peg.1149|CallaDRAFT_1090,fig|632518.3.peg.1716|Calow_1617	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	737	1891	1035	2183	2417_2201	1176_1043	1831_1709	953_0883	904_0799	865_0814	1149_1090	1716_1617	Programmed cell death toxin YdcE	1.0	Counter({'Programmed cell death toxin YdcE': 12})
TAG3926	fig|351627.8.peg.1179|Csac_1046	170	351627.8	11	fig|1121259.3.peg.734,fig|1387555.3.peg.1038,fig|1387557.3.peg.2180,fig|31899.10.peg.2414|SAMN05216182_2198,fig|351627.8.peg.1179|Csac_1046,fig|608506.3.peg.1828|COB47_1706,fig|632292.3.peg.956|Calhy_0886,fig|632335.8.peg.907|Calkr_0802,fig|632348.3.peg.868|Calkro_0817,fig|632516.3.peg.1152|CallaDRAFT_1093,fig|632518.3.peg.1713|Calow_1614	0	-	11	1121259.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	734	-	1038	2180	2414_2198	1179_1046	1828_1706	956_0886	907_0802	868_0817	1152_1093	1713_1614	Thiol:disulfide oxidoreductase related to ResA	1.0	Counter({'Thiol:disulfide oxidoreductase related to ResA': 11})
TAG3927	fig|351627.8.peg.119	42	351627.8	2	fig|1214564.3.peg.1979,fig|351627.8.peg.119	0	-	2	1214564.3;351627.8	-	1979	-	-	-	119	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG3928	fig|351627.8.peg.1198	74	351627.8	3	fig|1214564.3.peg.2472,fig|351627.8.peg.1198,fig|632348.3.peg.889	0	-	3	1214564.3;351627.8;632348.3	-	2472	-	-	-	1198	-	-	-	889	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 3})
TAG3929	fig|351627.8.peg.1209|Csac_1075	398	351627.8	5	fig|31899.10.peg.2623|SAMN05216182_2386,fig|351627.8.peg.1209|Csac_1075,fig|351627.8.peg.428|Csac_0370,fig|608506.3.peg.1795|COB47_1674,fig|632335.8.peg.154|Calkr_0123	0	-	4	31899.10;351627.8;608506.3;632335.8	-	-	-	-	2623_2386	1209_1075,428_0370	1795_1674	-	154_0123	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 5})
TAG3930	fig|351627.8.peg.1210	43	351627.8	1	fig|351627.8.peg.1210	0	-	1	351627.8	-	-	-	-	-	1210	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3931	fig|351627.8.peg.1212|Csac_1077	1340	351627.8	4	fig|1387557.3.peg.2142,fig|31899.10.peg.2379|SAMN05216182_2162,fig|351627.8.peg.1212|Csac_1077,fig|632348.3.peg.905|Calkro_0851	0	-	4	1387557.3;31899.10;351627.8;632348.3	-	-	-	2142	2379_2162	1212_1077	-	-	-	905_0851	-	-	Mannan endo-1,4-beta-mannosidase (EC 3.2.1.78) / beta-1,4-glucanase (cellulase) (EC 3.2.1.4) / Domain of unknown function	1.0	Counter({'Mannan endo-1,4-beta-mannosidase (EC 3.2.1.78) / beta-1,4-glucanase (cellulase) (EC 3.2.1.4) / Domain of unknown function': 4})
TAG3932	fig|351627.8.peg.1215|Csac_1080	243	351627.8	1	fig|351627.8.peg.1215|Csac_1080	0	-	1	351627.8	-	-	-	-	-	1215_1080	-	-	-	-	-	-	Beta-mannanase/endoglucanase A precursor	1.0	Counter({'Beta-mannanase/endoglucanase A precursor': 1})
TAG3933	fig|351627.8.peg.121|Csac_0098	626	351627.8	6	fig|1121259.3.peg.1482,fig|1214564.3.peg.1977,fig|351627.8.peg.121|Csac_0098,fig|632292.3.peg.2685|Calhy_2554,fig|632335.8.peg.2791|Calkr_2543,fig|632516.3.peg.783|CallaDRAFT_0756	0	-	6	1121259.3;1214564.3;351627.8;632292.3;632335.8;632516.3	1482	1977	-	-	-	121_0098	-	2685_2554	2791_2543	-	783_0756	-	hypothetical protein	1.0	Counter({'hypothetical protein': 6})
TAG3934	fig|351627.8.peg.1220|Csac_1085	931	351627.8	2	fig|351627.8.peg.1220|Csac_1085,fig|632516.3.peg.2620|CallaDRAFT_2528	0	-	2	351627.8;632516.3	-	-	-	-	-	1220_1085	-	-	-	-	2620_2528	-	Probably secreted sialidase; several ASP-boxes and dockerin domain	0.5	Counter({'Probably secreted sialidase; several ASP-boxes and dockerin domain': 1, 'hypothetical protein': 1})
TAG3935	fig|351627.8.peg.1221|Csac_1086	409	351627.8	1	fig|351627.8.peg.1221|Csac_1086	0	-	1	351627.8	-	-	-	-	-	1221_1086	-	-	-	-	-	-	Transposase	1.0	Counter({'Transposase': 1})
TAG3936	fig|351627.8.peg.1222	114	351627.8	2	fig|1387557.3.peg.293,fig|351627.8.peg.1222	0	-	2	1387557.3;351627.8	-	-	-	293	-	1222	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 2})
TAG3937	fig|351627.8.peg.1223|Csac_1088	173	351627.8	12	fig|1121259.3.peg.2179,fig|1214564.3.peg.2419,fig|1387555.3.peg.2524,fig|1387557.3.peg.664,fig|31899.10.peg.877|SAMN05216182_0719,fig|351627.8.peg.1223|Csac_1088,fig|608506.3.peg.462|COB47_0412,fig|632292.3.peg.2317|Calhy_2211,fig|632335.8.peg.2390|Calkr_2208,fig|632348.3.peg.2294|Calkro_2179,fig|632516.3.peg.1325|CallaDRAFT_1266,fig|632518.3.peg.323|Calow_0292	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2179	2419	2524	664	877_0719	1223_1088	462_0412	2317_2211	2390_2208	2294_2179	1325_1266	323_0292	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)	1.0	Counter({'Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)': 12})
TAG3938	fig|351627.8.peg.122|Csac_0099	315	351627.8	1	fig|351627.8.peg.122|Csac_0099	0	-	1	351627.8	-	-	-	-	-	122_0099	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG3939	fig|351627.8.peg.1232|Csac_1096	380	351627.8	2	fig|1214564.3.peg.328,fig|351627.8.peg.1232|Csac_1096	0	-	2	1214564.3;351627.8	-	328	-	-	-	1232_1096	-	-	-	-	-	-	Aldo/keto reductase, 4Fe-4S-containing, TM1183 family	1.0	Counter({'Aldo/keto reductase, 4Fe-4S-containing, TM1183 family': 2})
TAG3940	fig|351627.8.peg.1234|Csac_1098	75	351627.8	1	fig|351627.8.peg.1234|Csac_1098	0	-	1	351627.8	-	-	-	-	-	1234_1098	-	-	-	-	-	-	Transcriptional regulator	1.0	Counter({'Transcriptional regulator': 1})
TAG3941	fig|351627.8.peg.1235	82	351627.8	1	fig|351627.8.peg.1235	0	-	1	351627.8	-	-	-	-	-	1235	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3942	fig|351627.8.peg.1236|Csac_1100	391	351627.8	2	fig|1214564.3.peg.324,fig|351627.8.peg.1236|Csac_1100	0	-	2	1214564.3;351627.8	-	324	-	-	-	1236_1100	-	-	-	-	-	-	Uncharacterized MFS-type transporter	1.0	Counter({'Uncharacterized MFS-type transporter': 2})
TAG3943	fig|351627.8.peg.1237|Csac_1101	334	351627.8	2	fig|1214564.3.peg.323,fig|351627.8.peg.1237|Csac_1101	0	-	2	1214564.3;351627.8	-	323	-	-	-	1237_1101	-	-	-	-	-	-	Transcriptional regulator, AraC family	1.0	Counter({'Transcriptional regulator, AraC family': 2})
TAG3944	fig|351627.8.peg.1238|Csac_1102	750	351627.8	2	fig|1214564.3.peg.322,fig|351627.8.peg.1238|Csac_1102	0	-	2	1214564.3;351627.8	-	322	-	-	-	1238_1102	-	-	-	-	-	-	beta-glucosidase (EC 3.2.1.21)	1.0	Counter({'beta-glucosidase (EC 3.2.1.21)': 2})
TAG3945	fig|351627.8.peg.1239	41	351627.8	2	fig|1214564.3.peg.321,fig|351627.8.peg.1239	0	-	2	1214564.3;351627.8	-	321	-	-	-	1239	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG3946	fig|351627.8.peg.123|Csac_0100	225	351627.8	12	fig|1121259.3.peg.514,fig|1214564.3.peg.1976,fig|1387555.3.peg.505,fig|1387557.3.peg.459,fig|31899.10.peg.588|SAMN05216182_0446,fig|351627.8.peg.123|Csac_0100,fig|608506.3.peg.202|COB47_0181,fig|632292.3.peg.2555|Calhy_2436,fig|632335.8.peg.207|Calkr_0165,fig|632348.3.peg.2506|Calkro_2381,fig|632516.3.peg.1247|CallaDRAFT_1192,fig|632518.3.peg.143|Calow_0129	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	514	1976	505	459	588_0446	123_0100	202_0181	2555_2436	207_0165	2506_2381	1247_1192	143_0129	7-cyano-7-deazaguanine synthase (EC 6.3.4.20)	1.0	Counter({'7-cyano-7-deazaguanine synthase (EC 6.3.4.20)': 12})
TAG3947	fig|351627.8.peg.1240|Csac_1103	604	351627.8	2	fig|1214564.3.peg.320,fig|351627.8.peg.1240|Csac_1103	0	-	2	1214564.3;351627.8	-	320	-	-	-	1240_1103	-	-	-	-	-	-	Two-component system sensor histidine kinase	1.0	Counter({'Two-component system sensor histidine kinase': 2})
TAG3948	fig|351627.8.peg.1241|Csac_1104	657	351627.8	2	fig|1214564.3.peg.319,fig|351627.8.peg.1241|Csac_1104	0	-	2	1214564.3;351627.8	-	319	-	-	-	1241_1104	-	-	-	-	-	-	Predicted rhamnose oligosaccharide ABC transport system, permease component 2	1.0	Counter({'Predicted rhamnose oligosaccharide ABC transport system, permease component 2': 2})
TAG3949	fig|351627.8.peg.1242|Csac_1105	494	351627.8	1	fig|351627.8.peg.1242|Csac_1105	0	-	1	351627.8	-	-	-	-	-	1242_1105	-	-	-	-	-	-	alpha-L-rhamnosidase (EC 3.2.1.40)	1.0	Counter({'alpha-L-rhamnosidase (EC 3.2.1.40)': 1})
TAG3950	fig|351627.8.peg.1243|Csac_1106	375	351627.8	1	fig|351627.8.peg.1243|Csac_1106	0	-	1	351627.8	-	-	-	-	-	1243_1106	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG3951	fig|351627.8.peg.1244	43	351627.8	1	fig|351627.8.peg.1244	0	-	1	351627.8	-	-	-	-	-	1244	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG3952	fig|351627.8.peg.1245|Csac_1107	400	351627.8	1	fig|351627.8.peg.1245|Csac_1107	0	-	1	351627.8	-	-	-	-	-	1245_1107	-	-	-	-	-	-	alpha-L-rhamnosidase (EC 3.2.1.40)	1.0	Counter({'alpha-L-rhamnosidase (EC 3.2.1.40)': 1})
TAG3953	fig|351627.8.peg.1246|Csac_1108	256	351627.8	3	fig|1214564.3.peg.315,fig|351627.8.peg.1246|Csac_1108,fig|632292.3.peg.2300|Calhy_2196	0	-	3	1214564.3;351627.8;632292.3	-	315	-	-	-	1246_1108	-	2300_2196	-	-	-	-	Transcriptional regulator of rhamnose utilization, DeoR family	0.666666666667	Counter({'Transcriptional regulator of rhamnose utilization, DeoR family': 2, 'Transcriptional regulator, DeoR family': 1})
TAG3954	fig|351627.8.peg.1247	133	351627.8	2	fig|351627.8.peg.1247,fig|632518.3.peg.369	0	-	2	351627.8;632518.3	-	-	-	-	-	1247	-	-	-	-	-	369	SNF2-related protein	0.5	Counter({'SNF2-related protein': 1, 'FIG00468460: hypothetical protein': 1})
