TAG	Rep_gene	Rep_len	Rep_genome	Gene_cnt_chromosome	Gene_list_chromosome	Gene_cnt_plasmid	Gene_list_plasmid	Genome_cnt	Genome_list	1121259.3	1214564.3	1387555.3	1387557.3	1387569.3	31899.1	351627.8	608506.3	632292.3	632335.8	632348.3	632516.3	632518.3	most_common_function	function_proportion	count_result
TAG5111	fig|351627.8.peg.308|Csac_0267	520	351627.8	8	fig|1214564.3.peg.794,fig|1387569.3.peg.536,fig|31899.10.peg.798|SAMN05216182_0638,fig|351627.8.peg.308|Csac_0267,fig|608506.3.peg.387|COB47_0343,fig|632335.8.peg.375|Calkr_0329,fig|632348.3.peg.2369,fig|632516.3.peg.1430|CallaDRAFT_1368	0	-	8	1214564.3;1387569.3;31899.10;351627.8;608506.3;632335.8;632348.3;632516.3	-	794	-	-	536	798	308	387	-	375	2369	1430	-	Dolichyl-phosphate-mannose-protein mannosyltransferase-like protein	1.0	Counter({'Dolichyl-phosphate-mannose-protein mannosyltransferase-like protein': 8})
TAG5112	fig|351627.8.peg.30|Csac_0023	237	351627.8	13	fig|1121259.3.peg.1539,fig|1214564.3.peg.1991,fig|1387555.3.peg.351,fig|1387557.3.peg.223,fig|1387569.3.peg.237,fig|31899.10.peg.342|SAMN05216182_0216,fig|351627.8.peg.30|Csac_0023,fig|608506.3.peg.2503|COB47_2304,fig|632292.3.peg.2726|Calhy_2593,fig|632335.8.peg.2890|Calkr_2606,fig|632348.3.peg.2722|Calkro_2557,fig|632516.3.peg.394|CallaDRAFT_0394,fig|632518.3.peg.2398|Calow_2234	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1539	1991	351	223	237	342	30	2503	2726	2890	2722	394	2398	hypothetical protein	1.0	Counter({'hypothetical protein': 13})
TAG5113	fig|351627.8.peg.316|Csac_0275	413	351627.8	12	fig|1121259.3.peg.344,fig|1214564.3.peg.197,fig|1387557.3.peg.612,fig|1387569.3.peg.547,fig|31899.10.peg.809|SAMN05216182_0649,fig|351627.8.peg.316|Csac_0275,fig|608506.3.peg.396|COB47_0352,fig|632292.3.peg.2365|Calhy_2256,fig|632335.8.peg.384|Calkr_0338,fig|632348.3.peg.2358|Calkro_2241,fig|632516.3.peg.2418|CallaDRAFT_2321,fig|632518.3.peg.273|Calow_0250	0	-	12	1121259.3;1214564.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	344	197	-	612	547	809	316	396	2365	384	2358	2418	273	hypothetical protein	0.75	Counter({'hypothetical protein': 9, 'Highly acidic protein': 3})
TAG5114	fig|351627.8.peg.31|Csac_0024	169	351627.8	13	fig|1121259.3.peg.1538,fig|1214564.3.peg.1990,fig|1387555.3.peg.350,fig|1387557.3.peg.222,fig|1387569.3.peg.236,fig|31899.10.peg.341|SAMN05216182_0215,fig|351627.8.peg.31|Csac_0024,fig|608506.3.peg.2502|COB47_2303,fig|632292.3.peg.2725|Calhy_2592,fig|632335.8.peg.2889|Calkr_2605,fig|632348.3.peg.2721|Calkro_2556,fig|632516.3.peg.395|CallaDRAFT_0395,fig|632518.3.peg.2397|Calow_2233	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1538	1990	350	222	236	341	31	2502	2725	2889	2721	395	2397	hypothetical protein	1.0	Counter({'hypothetical protein': 13})
TAG5115	fig|351627.8.peg.321|Csac_0280	409	351627.8	1	fig|351627.8.peg.321|Csac_0280	0	-	1	351627.8	-	-	-	-	-	-	321	-	-	-	-	-	-	Transposase	1.0	Counter({'Transposase': 1})
TAG5116	fig|351627.8.peg.322|Csac_0281	169	351627.8	1	fig|351627.8.peg.322|Csac_0281	0	-	1	351627.8	-	-	-	-	-	-	322	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5117	fig|351627.8.peg.325	194	351627.8	1	fig|351627.8.peg.325	0	-	1	351627.8	-	-	-	-	-	-	325	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5118	fig|351627.8.peg.326|Csac_0284	146	351627.8	1	fig|351627.8.peg.326|Csac_0284	0	-	1	351627.8	-	-	-	-	-	-	326	-	-	-	-	-	-	BNR repeat domain protein	1.0	Counter({'BNR repeat domain protein': 1})
TAG5119	fig|351627.8.peg.330|Csac_0286	378	351627.8	1	fig|351627.8.peg.330|Csac_0286	0	-	1	351627.8	-	-	-	-	-	-	330	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5120	fig|351627.8.peg.331|Csac_0287	305	351627.8	1	fig|351627.8.peg.331|Csac_0287	0	-	1	351627.8	-	-	-	-	-	-	331	-	-	-	-	-	-	Putative toxin component near putative ESAT-related proteins, repetitive	1.0	Counter({'Putative toxin component near putative ESAT-related proteins, repetitive': 1})
TAG5121	fig|351627.8.peg.332|Csac_0288	186	351627.8	1	fig|351627.8.peg.332|Csac_0288	0	-	1	351627.8	-	-	-	-	-	-	332	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5122	fig|351627.8.peg.333|Csac_0289	409	351627.8	1	fig|351627.8.peg.333|Csac_0289	0	-	1	351627.8	-	-	-	-	-	-	333	-	-	-	-	-	-	Transposase	1.0	Counter({'Transposase': 1})
TAG5123	fig|351627.8.peg.334	176	351627.8	1	fig|351627.8.peg.334	0	-	1	351627.8	-	-	-	-	-	-	334	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5124	fig|351627.8.peg.335|Csac_0290	146	351627.8	2	fig|31899.10.peg.98,fig|351627.8.peg.335|Csac_0290	0	-	2	31899.10;351627.8	-	-	-	-	-	98	335	-	-	-	-	-	-	regulator of chromosome condensation, RCC1	0.5	Counter({'regulator of chromosome condensation, RCC1': 1, 'hypothetical protein': 1})
TAG5125	fig|351627.8.peg.341	127	351627.8	1	fig|351627.8.peg.341	0	-	1	351627.8	-	-	-	-	-	-	341	-	-	-	-	-	-	Transcriptional regulator, LacI family	1.0	Counter({'Transcriptional regulator, LacI family': 1})
TAG5126	fig|351627.8.peg.34|Csac_0028	92	351627.8	1	fig|351627.8.peg.34|Csac_0028	0	-	1	351627.8	-	-	-	-	-	-	34	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5127	fig|351627.8.peg.352	59	351627.8	1	fig|351627.8.peg.352	0	-	1	351627.8	-	-	-	-	-	-	352	-	-	-	-	-	-	cytotoxic translational repressor	1.0	Counter({'cytotoxic translational repressor': 1})
TAG5128	fig|351627.8.peg.359|Csac_0309	183	351627.8	1	fig|351627.8.peg.359|Csac_0309	0	-	1	351627.8	-	-	-	-	-	-	359	-	-	-	-	-	-	Transposase	1.0	Counter({'Transposase': 1})
TAG5129	fig|351627.8.peg.35|Csac_0029	352	351627.8	1	fig|351627.8.peg.35|Csac_0029	0	-	1	351627.8	-	-	-	-	-	-	35	-	-	-	-	-	-	Transposase	1.0	Counter({'Transposase': 1})
TAG5130	fig|351627.8.peg.362	124	351627.8	4	fig|1387555.3.peg.670,fig|351627.8.peg.362,fig|632348.3.peg.902,fig|632516.3.peg.2562|CallaDRAFT_2467	0	-	4	1387555.3;351627.8;632348.3;632516.3	-	-	670	-	-	-	362	-	-	-	902	2562	-	hypothetical protein	0.75	Counter({'hypothetical protein': 3, 'Mobile element protein': 1})
TAG5131	fig|351627.8.peg.363	46	351627.8	2	fig|1214564.3.peg.2089,fig|351627.8.peg.363	0	-	2	1214564.3;351627.8	-	2089	-	-	-	-	363	-	-	-	-	-	-	CRISPR-associated endoribonuclease Cas6	1.0	Counter({'CRISPR-associated endoribonuclease Cas6': 2})
TAG5132	fig|351627.8.peg.364|Csac_0312	95	351627.8	1	fig|351627.8.peg.364|Csac_0312	0	-	1	351627.8	-	-	-	-	-	-	364	-	-	-	-	-	-	CRISPR-associated endoribonuclease Cas6	1.0	Counter({'CRISPR-associated endoribonuclease Cas6': 1})
TAG5133	fig|351627.8.peg.365	42	351627.8	2	fig|1214564.3.peg.2087,fig|351627.8.peg.365	0	-	2	1214564.3;351627.8	-	2087	-	-	-	-	365	-	-	-	-	-	-	CRISPR-associated endoribonuclease Cas6	1.0	Counter({'CRISPR-associated endoribonuclease Cas6': 2})
TAG5134	fig|351627.8.peg.368|Csac_0315	382	351627.8	5	fig|1214564.3.peg.2084,fig|1387555.3.peg.525,fig|351627.8.peg.368|Csac_0315,fig|632348.3.peg.2578|Calkro_2443,fig|632518.3.peg.77|Calow_0069	0	-	5	1214564.3;1387555.3;351627.8;632348.3;632518.3	-	2084	525	-	-	-	368	-	-	-	2578	-	77	CRISPR-associated negative autoregulator Cas7/Cst2	1.0	Counter({'CRISPR-associated negative autoregulator Cas7/Cst2': 5})
TAG5135	fig|351627.8.peg.371|Csac_0318	315	351627.8	1	fig|351627.8.peg.371|Csac_0318	0	-	1	351627.8	-	-	-	-	-	-	371	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG5136	fig|351627.8.peg.375|Csac_0322	263	351627.8	1	fig|351627.8.peg.375|Csac_0322	0	-	1	351627.8	-	-	-	-	-	-	375	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG5137	fig|351627.8.peg.376|Csac_0323	154	351627.8	1	fig|351627.8.peg.376|Csac_0323	0	-	1	351627.8	-	-	-	-	-	-	376	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG5138	fig|351627.8.peg.377|Csac_0324	409	351627.8	1	fig|351627.8.peg.377|Csac_0324	0	-	1	351627.8	-	-	-	-	-	-	377	-	-	-	-	-	-	Transposase	1.0	Counter({'Transposase': 1})
TAG5139	fig|351627.8.peg.378|Csac_0325	356	351627.8	1	fig|351627.8.peg.378|Csac_0325	0	-	1	351627.8	-	-	-	-	-	-	378	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG5140	fig|351627.8.peg.379|Csac_0326	302	351627.8	1	fig|351627.8.peg.379|Csac_0326	0	-	1	351627.8	-	-	-	-	-	-	379	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG5141	fig|351627.8.peg.37|Csac_0031	142	351627.8	1	fig|351627.8.peg.37|Csac_0031	0	-	1	351627.8	-	-	-	-	-	-	37	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5142	fig|351627.8.peg.380|Csac_0327	409	351627.8	1	fig|351627.8.peg.380|Csac_0327	0	-	1	351627.8	-	-	-	-	-	-	380	-	-	-	-	-	-	Transposase	1.0	Counter({'Transposase': 1})
TAG5143	fig|351627.8.peg.381|Csac_0328	145	351627.8	1	fig|351627.8.peg.381|Csac_0328	0	-	1	351627.8	-	-	-	-	-	-	381	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG5144	fig|351627.8.peg.382	78	351627.8	1	fig|351627.8.peg.382	0	-	1	351627.8	-	-	-	-	-	-	382	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5145	fig|351627.8.peg.385	301	351627.8	2	fig|351627.8.peg.385,fig|632516.3.peg.2800|CallaDRAFT_2725	0	-	2	351627.8;632516.3	-	-	-	-	-	-	385	-	-	-	-	2800	-	Mobile element protein	0.5	Counter({'Mobile element protein': 1, 'Transposase': 1})
TAG5146	fig|351627.8.peg.386|Csac_0333	161	351627.8	1	fig|351627.8.peg.386|Csac_0333	0	-	1	351627.8	-	-	-	-	-	-	386	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG5147	fig|351627.8.peg.387	47	351627.8	1	fig|351627.8.peg.387	0	-	1	351627.8	-	-	-	-	-	-	387	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG5148	fig|351627.8.peg.388|Csac_0334	183	351627.8	2	fig|1214564.3.peg.1449,fig|351627.8.peg.388|Csac_0334	0	-	2	1214564.3;351627.8	-	1449	-	-	-	-	388	-	-	-	-	-	-	Transposase	1.0	Counter({'Transposase': 2})
TAG5149	fig|351627.8.peg.389|Csac_0335	226	351627.8	1	fig|351627.8.peg.389|Csac_0335	0	-	1	351627.8	-	-	-	-	-	-	389	-	-	-	-	-	-	Transposase	1.0	Counter({'Transposase': 1})
TAG5150	fig|351627.8.peg.38|Csac_0032	316	351627.8	1	fig|351627.8.peg.38|Csac_0032	0	-	1	351627.8	-	-	-	-	-	-	38	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5151	fig|351627.8.peg.390	48	351627.8	1	fig|351627.8.peg.390	0	-	1	351627.8	-	-	-	-	-	-	390	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5152	fig|351627.8.peg.391	39	351627.8	1	fig|351627.8.peg.391	0	-	1	351627.8	-	-	-	-	-	-	391	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5153	fig|351627.8.peg.39|Csac_0033	158	351627.8	1	fig|351627.8.peg.39|Csac_0033	0	-	1	351627.8	-	-	-	-	-	-	39	-	-	-	-	-	-	LemA family protein	1.0	Counter({'LemA family protein': 1})
TAG5154	fig|351627.8.peg.3|Csac_0003	356	351627.8	13	fig|1121259.3.peg.1576,fig|1214564.3.peg.1321,fig|1387555.3.peg.369,fig|1387557.3.peg.262,fig|1387569.3.peg.257,fig|31899.10.peg.377|SAMN05216182_0251,fig|351627.8.peg.3|Csac_0003,fig|608506.3.peg.6|COB47_0005,fig|632292.3.peg.4|Calhy_0003,fig|632335.8.peg.20|Calkr_0003,fig|632348.3.peg.4|Calkro_0004,fig|632516.3.peg.2144|CallaDRAFT_2067,fig|632518.3.peg.3|Calow_0003	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1576	1321	369	262	257	377	3	6	4	20	4	2144	3	DNA recombination and repair protein RecF	1.0	Counter({'DNA recombination and repair protein RecF': 13})
TAG5155	fig|351627.8.peg.402	37	351627.8	2	fig|1214564.3.peg.1485,fig|351627.8.peg.402	0	-	2	1214564.3;351627.8	-	1485	-	-	-	-	402	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG5156	fig|351627.8.peg.403|Csac_0347	256	351627.8	13	fig|1121259.3.peg.2130,fig|1214564.3.peg.1486,fig|1387555.3.peg.46,fig|1387557.3.peg.2824,fig|1387569.3.peg.576,fig|31899.10.peg.2974|SAMN05216182_2716,fig|351627.8.peg.403|Csac_0347,fig|608506.3.peg.2321|COB47_2156,fig|632292.3.peg.135|Calhy_0126,fig|632335.8.peg.2151|Calkr_1987,fig|632348.3.peg.147|Calkro_0140,fig|632516.3.peg.1531|CallaDRAFT_1473,fig|632518.3.peg.2278|Calow_2126	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2130	1486	46	2824	576	2974	403	2321	135	2151	147	1531	2278	Transcriptional repressor of the fructose operon, DeoR family	1.0	Counter({'Transcriptional repressor of the fructose operon, DeoR family': 13})
TAG5157	fig|351627.8.peg.409|Csac_0353	409	351627.8	1	fig|351627.8.peg.409|Csac_0353	0	-	1	351627.8	-	-	-	-	-	-	409	-	-	-	-	-	-	Transposase	1.0	Counter({'Transposase': 1})
TAG5158	fig|351627.8.peg.414	42	351627.8	1	fig|351627.8.peg.414	0	-	1	351627.8	-	-	-	-	-	-	414	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5159	fig|351627.8.peg.417|Csac_0360	375	351627.8	12	fig|1121259.3.peg.1417,fig|1214564.3.peg.1498,fig|1387557.3.peg.2812,fig|31899.10.peg.2963|SAMN05216182_2705,fig|351627.8.peg.417|Csac_0360,fig|608506.3.peg.2310|COB47_2145,fig|632292.3.peg.146|Calhy_0136,fig|632335.8.peg.2140|Calkr_1977,fig|632348.3.peg.158|Calkro_0151,fig|632516.3.peg.2741|CallaDRAFT_2655,fig|632516.3.peg.2743|CallaDRAFT_2659,fig|632518.3.peg.2267|Calow_2115	0	-	11	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1417	1498	-	2812	-	2963	417	2310	146	2140	158	2741,2743	2267	Rhamnogalacturonides degradation protein RhiN	1.0	Counter({'Rhamnogalacturonides degradation protein RhiN': 12})
TAG5160	fig|351627.8.peg.41|Csac_0035	70	351627.8	2	fig|1214564.3.peg.2297,fig|351627.8.peg.41|Csac_0035	0	-	2	1214564.3;351627.8	-	2297	-	-	-	-	41	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG5161	fig|351627.8.peg.42	48	351627.8	2	fig|1214564.3.peg.2296,fig|351627.8.peg.42	0	-	2	1214564.3;351627.8	-	2296	-	-	-	-	42	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG5162	fig|351627.8.peg.424|Csac_0367	173	351627.8	1	fig|351627.8.peg.424|Csac_0367	0	-	1	351627.8	-	-	-	-	-	-	424	-	-	-	-	-	-	Chromosome partition protein smc	1.0	Counter({'Chromosome partition protein smc': 1})
TAG5163	fig|351627.8.peg.427	43	351627.8	1	fig|351627.8.peg.427	0	-	1	351627.8	-	-	-	-	-	-	427	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5164	fig|351627.8.peg.429|Csac_0371	788	351627.8	3	fig|1214564.3.peg.1509,fig|1387569.3.peg.590,fig|351627.8.peg.429|Csac_0371	0	-	3	1214564.3;1387569.3;351627.8	-	1509	-	-	590	-	429	-	-	-	-	-	-	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	1.0	Counter({'Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)': 3})
TAG5165	fig|351627.8.peg.430	67	351627.8	2	fig|1214564.3.peg.1511,fig|351627.8.peg.430	0	-	2	1214564.3;351627.8	-	1511	-	-	-	-	430	-	-	-	-	-	-	Oligopeptide ABC transporter, substrate-binding protein OppA (TC 3.A.1.5.1)	1.0	Counter({'Oligopeptide ABC transporter, substrate-binding protein OppA (TC 3.A.1.5.1)': 2})
TAG5166	fig|351627.8.peg.431|Csac_0373	166	351627.8	3	fig|1214564.3.peg.1512,fig|1387557.3.peg.62,fig|351627.8.peg.431|Csac_0373	0	-	3	1214564.3;1387557.3;351627.8	-	1512	-	62	-	-	431	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 3})
TAG5167	fig|351627.8.peg.432|Csac_0374	148	351627.8	1	fig|351627.8.peg.432|Csac_0374	0	-	1	351627.8	-	-	-	-	-	-	432	-	-	-	-	-	-	Circadian clock protein kinase kaiC (EC 2.7.11.1)	1.0	Counter({'Circadian clock protein kinase kaiC (EC 2.7.11.1)': 1})
TAG5168	fig|351627.8.peg.433|Csac_0375	157	351627.8	2	fig|1214564.3.peg.1514,fig|351627.8.peg.433|Csac_0375	0	-	2	1214564.3;351627.8	-	1514	-	-	-	-	433	-	-	-	-	-	-	Circadian clock protein kinase kaiC (EC 2.7.11.1)	1.0	Counter({'Circadian clock protein kinase kaiC (EC 2.7.11.1)': 2})
TAG5169	fig|351627.8.peg.434|Csac_0376	172	351627.8	2	fig|1214564.3.peg.1515,fig|351627.8.peg.434|Csac_0376	0	-	2	1214564.3;351627.8	-	1515	-	-	-	-	434	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG5170	fig|351627.8.peg.435	61	351627.8	3	fig|1214564.3.peg.1517,fig|351627.8.peg.435,fig|632516.3.peg.2627|CallaDRAFT_2537	0	-	3	1214564.3;351627.8;632516.3	-	1517	-	-	-	-	435	-	-	-	-	2627	-	hypothetical protein	1.0	Counter({'hypothetical protein': 3})
TAG5171	fig|351627.8.peg.436	38	351627.8	1	fig|351627.8.peg.436	0	-	1	351627.8	-	-	-	-	-	-	436	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5172	fig|351627.8.peg.437|Csac_0378	554	351627.8	2	fig|1214564.3.peg.1518,fig|351627.8.peg.437|Csac_0378	0	-	2	1214564.3;351627.8	-	1518	-	-	-	-	437	-	-	-	-	-	-	Metal-dependent phosphohydrolase, HD subdomain precursor	1.0	Counter({'Metal-dependent phosphohydrolase, HD subdomain precursor': 2})
TAG5173	fig|351627.8.peg.438|Csac_0379	186	351627.8	3	fig|1214564.3.peg.1519,fig|1387557.3.peg.59,fig|351627.8.peg.438|Csac_0379	0	-	3	1214564.3;1387557.3;351627.8	-	1519	-	59	-	-	438	-	-	-	-	-	-	Predicted phosphoesterase	1.0	Counter({'Predicted phosphoesterase': 3})
TAG5174	fig|351627.8.peg.443|Csac_0384	466	351627.8	2	fig|1214564.3.peg.1251,fig|351627.8.peg.443|Csac_0384	0	-	2	1214564.3;351627.8	-	1251	-	-	-	-	443	-	-	-	-	-	-	Uncharacterized amino acid permease, GabP family	1.0	Counter({'Uncharacterized amino acid permease, GabP family': 2})
TAG5175	fig|351627.8.peg.444|Csac_0385	437	351627.8	5	fig|1121259.3.peg.2429,fig|1214564.3.peg.1252,fig|1387557.3.peg.48,fig|351627.8.peg.444|Csac_0385,fig|632292.3.peg.260|Calhy_0236	0	-	5	1121259.3;1214564.3;1387557.3;351627.8;632292.3	2429	1252	-	48	-	-	444	-	260	-	-	-	-	Transglutaminase-like enzymes, putative cysteine proteases	1.0	Counter({'Transglutaminase-like enzymes, putative cysteine proteases': 5})
TAG5176	fig|351627.8.peg.445|Csac_0386	343	351627.8	3	fig|1121259.3.peg.2430,fig|1387557.3.peg.47,fig|351627.8.peg.445|Csac_0386	0	-	3	1121259.3;1387557.3;351627.8	2430	-	-	47	-	-	445	-	-	-	-	-	-	L-alanine-DL-glutamate epimerase (EC 5.1.1.n1)	1.0	Counter({'L-alanine-DL-glutamate epimerase (EC 5.1.1.n1)': 3})
TAG5177	fig|351627.8.peg.446	42	351627.8	1	fig|351627.8.peg.446	0	-	1	351627.8	-	-	-	-	-	-	446	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5178	fig|351627.8.peg.447	43	351627.8	1	fig|351627.8.peg.447	0	-	1	351627.8	-	-	-	-	-	-	447	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5179	fig|351627.8.peg.448	32	351627.8	1	fig|351627.8.peg.448	0	-	1	351627.8	-	-	-	-	-	-	448	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5180	fig|351627.8.peg.449	30	351627.8	1	fig|351627.8.peg.449	0	-	1	351627.8	-	-	-	-	-	-	449	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5181	fig|351627.8.peg.44|Csac_0037	57	351627.8	1	fig|351627.8.peg.44|Csac_0037	0	-	1	351627.8	-	-	-	-	-	-	44	-	-	-	-	-	-	Transposase	1.0	Counter({'Transposase': 1})
TAG5182	fig|351627.8.peg.45	59	351627.8	1	fig|351627.8.peg.45	0	-	1	351627.8	-	-	-	-	-	-	45	-	-	-	-	-	-	Transposase	1.0	Counter({'Transposase': 1})
TAG5183	fig|351627.8.peg.450	86	351627.8	1	fig|351627.8.peg.450	0	-	1	351627.8	-	-	-	-	-	-	450	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG5184	fig|351627.8.peg.451	50	351627.8	1	fig|351627.8.peg.451	0	-	1	351627.8	-	-	-	-	-	-	451	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5185	fig|351627.8.peg.452|Csac_0388	391	351627.8	1	fig|351627.8.peg.452|Csac_0388	0	-	1	351627.8	-	-	-	-	-	-	452	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG5186	fig|351627.8.peg.453	43	351627.8	1	fig|351627.8.peg.453	0	-	1	351627.8	-	-	-	-	-	-	453	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5187	fig|351627.8.peg.454|Csac_0389	344	351627.8	1	fig|351627.8.peg.454|Csac_0389	0	-	1	351627.8	-	-	-	-	-	-	454	-	-	-	-	-	-	Predicted transcriptional regulator of the myo-inositol catabolic operon	1.0	Counter({'Predicted transcriptional regulator of the myo-inositol catabolic operon': 1})
TAG5188	fig|351627.8.peg.455	43	351627.8	1	fig|351627.8.peg.455	0	-	1	351627.8	-	-	-	-	-	-	455	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5189	fig|351627.8.peg.456|Csac_0390	323	351627.8	1	fig|351627.8.peg.456|Csac_0390	0	-	1	351627.8	-	-	-	-	-	-	456	-	-	-	-	-	-	Xylose isomerase-like TIM-barrel protein SAV0219	1.0	Counter({'Xylose isomerase-like TIM-barrel protein SAV0219': 1})
TAG5190	fig|351627.8.peg.457	47	351627.8	1	fig|351627.8.peg.457	0	-	1	351627.8	-	-	-	-	-	-	457	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG5191	fig|351627.8.peg.458|Csac_0391	421	351627.8	1	fig|351627.8.peg.458|Csac_0391	0	-	1	351627.8	-	-	-	-	-	-	458	-	-	-	-	-	-	ABC transporter, substrate-binding protein (cluster 2, ribose/xylose/arabinose/galactose)	1.0	Counter({'ABC transporter, substrate-binding protein (cluster 2, ribose/xylose/arabinose/galactose)': 1})
TAG5192	fig|351627.8.peg.459|Csac_0392	502	351627.8	1	fig|351627.8.peg.459|Csac_0392	0	-	1	351627.8	-	-	-	-	-	-	459	-	-	-	-	-	-	ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose) / ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose)	1.0	Counter({'ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose) / ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose)': 1})
TAG5193	fig|351627.8.peg.460|Csac_0393	323	351627.8	1	fig|351627.8.peg.460|Csac_0393	0	-	1	351627.8	-	-	-	-	-	-	460	-	-	-	-	-	-	ABC transporter, permease protein (cluster 2, ribose/xylose/arabinose/galactose)	1.0	Counter({'ABC transporter, permease protein (cluster 2, ribose/xylose/arabinose/galactose)': 1})
TAG5194	fig|351627.8.peg.461|Csac_0394	320	351627.8	1	fig|351627.8.peg.461|Csac_0394	0	-	1	351627.8	-	-	-	-	-	-	461	-	-	-	-	-	-	ABC transporter, permease protein (cluster 2, ribose/xylose/arabinose/galactose)	1.0	Counter({'ABC transporter, permease protein (cluster 2, ribose/xylose/arabinose/galactose)': 1})
TAG5195	fig|351627.8.peg.463|Csac_0396	278	351627.8	1	fig|351627.8.peg.463|Csac_0396	0	-	1	351627.8	-	-	-	-	-	-	463	-	-	-	-	-	-	Protein frlC	1.0	Counter({'Protein frlC': 1})
TAG5196	fig|351627.8.peg.464|Csac_0397	386	351627.8	1	fig|351627.8.peg.464|Csac_0397	0	-	1	351627.8	-	-	-	-	-	-	464	-	-	-	-	-	-	Oxidoreductase, N-terminal:Oxidoreductase, C-terminal	1.0	Counter({'Oxidoreductase, N-terminal:Oxidoreductase, C-terminal': 1})
