patric_id	KO	COG	COG_function
fig|31899.10.peg.1993	K03555	L	that it carries out the mismatch recognition step. This protein has a weak ATPase activity (By similarity)
fig|31899.10.peg.1994	K06168	J	"Catalyzes the methylthiolation of N6- (dimethylallyl)adenosine (i(6)A), leading to the formation of 2- methylthio-N6-(dimethylallyl)adenosine (ms(2)i(6)A) at position 37 in tRNAs that read codons beginning with uridine (By similarity)"
fig|31899.10.peg.1995		S	"small acid-soluble spore protein, alpha beta type"
fig|31899.10.peg.1996		E	ACT domain protein
fig|31899.10.peg.1997	K01912	Q	phenylacetate-coenzyme A ligase
fig|31899.10.peg.1998	K00180	C	indolepyruvate ferredoxin oxidoreductase
fig|31899.10.peg.1999	K00179	C	indolepyruvate ferredoxin oxidoreductase
fig|31899.10.peg.2000	K01912	Q	phenylacetate-CoA ligase
fig|31899.10.peg.2001	"K03695,K03696"	O	ATP-dependent chaperone
fig|31899.10.peg.2002	K13993	O	Heat shock protein
fig|31899.10.peg.2004	K07738	K	Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes (By similarity)
fig|31899.10.peg.2005		T	Diguanylate cyclase
fig|31899.10.peg.2007	K01992	V	ABC-2 type transporter
fig|31899.10.peg.2009	K01990	V	ABC transporter
fig|31899.10.peg.2010	K01993	U	secretion protein (HlyD
fig|31899.10.peg.2011		K	Transcriptional regulator
fig|31899.10.peg.2012		S	Secondary thiamine-phosphate synthase enzyme
fig|31899.10.peg.2013	K10678	C	Nitroreductase
fig|31899.10.peg.2014	"K01338,K04770"	O	ATP-dependent protease
fig|31899.10.peg.2015		S	NA
fig|31899.10.peg.2016		S	NA
fig|31899.10.peg.2017	K00991	I	Catalyzes the formation of 4-diphosphocytidyl-2-C- methyl-D-erythritol from CTP and 2-C-methyl-D-erythritol 4- phosphate (MEP) (By similarity)
fig|31899.10.peg.2018	"K01992,K08255"	P	pyridine nucleotide-disulfide oxidoreductase
fig|31899.10.peg.2019	K01537	P	p-type ATPase
fig|31899.10.peg.2020	K06147	V	Abc transporter
fig|31899.10.peg.2021	K06147	V	ABC transporter
fig|31899.10.peg.2022		S	NA
fig|31899.10.peg.2023	K02935	J	Seems to be the binding site for several of the factors involved in protein synthesis and appears to be essential for accurate translation (By similarity)
fig|31899.10.peg.2024	K02864	J	50s ribosomal protein L10
fig|31899.10.peg.2025	K02863	J	"Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release (By similarity)"
fig|31899.10.peg.2026	K02867	J	This protein binds directly to 23S ribosomal RNA (By similarity)
fig|31899.10.peg.2027	K02601	K	"Participates in transcription elongation, termination and antitermination (By similarity)"
fig|31899.10.peg.2028	K03073	U	Preprotein translocase SecE subunit
fig|31899.10.peg.2029	K02913	J	50S ribosomal protein L33
fig|31899.10.peg.2030		S	Hydrid cluster protein-associated redox disulfide domain protein
fig|31899.10.peg.2031		S	molybdopterin-guanine dinucleotide biosynthesis protein a-like protein
fig|31899.10.peg.2032		K	"Transcriptional regulator, GntR family"
fig|31899.10.peg.2033	K00919	I	Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol (By similarity)
fig|31899.10.peg.2034	"K00344,K01953"	E	Asparagine synthetase
fig|31899.10.peg.2035	K01956	F	carbamoyl-phosphate synthetase glutamine chain
fig|31899.10.peg.2036	K01955	F	carbamoyl-phosphate synthetase ammonia chain
fig|31899.10.peg.2037	"K00611,K13252"	E	ornithine carbamoyltransferase
fig|31899.10.peg.2038		S	NA
fig|31899.10.peg.2039	K19689	E	Peptidase m29 aminopeptidase ii
fig|31899.10.peg.2040	"K06178,K06181,K06182,K06183"	J	Pseudouridine synthase
fig|31899.10.peg.2041	K03151	H	"Catalyzes the ATP-dependent transfer of a sulfur to tRNA to produce 4-thiouridine in position 8 of tRNAs, which functions as a near-UV photosensor. Also catalyzes the transfer of sulfur to the sulfur carrier protein ThiS, forming ThiS-thiocarboxylate. This is a step in the synthesis of thiazole, in the thiamine biosynthesis pathway. The sulfur is donated as persulfide by IscS (By similarity)"
fig|31899.10.peg.2042	K04487	E	Cysteine desulfurase
fig|31899.10.peg.2043	K09761	S	Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit (By similarity)
fig|31899.10.peg.2044	K02687	J	Methylates ribosomal protein L11 (By similarity)
fig|31899.10.peg.2045	K03686	O	"ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins (By similarity)"
fig|31899.10.peg.2046	K04043	O	Acts as a chaperone (By similarity)
fig|31899.10.peg.2047	K03687	O	"Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ"
fig|31899.10.peg.2048	K03705	K	Negative regulator of class I heat shock genes (grpE- dnaK-dnaJ and groELS operons). Prevents heat-shock induction of these operons (By similarity)
fig|31899.10.peg.2049	K02495	H	Coproporphyrinogen iii oxidase
fig|31899.10.peg.2050	K03596	M	"Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back- translocation proceeds from a post-translocation (POST) complex to a pre-translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP-dependent manner (By similarity)"
fig|31899.10.peg.2051	K07282	M	Capsule synthesis protein
fig|31899.10.peg.2052	K06179	J	Pseudouridine synthase
fig|31899.10.peg.2053		M	glycosyl transferase group 1
fig|31899.10.peg.2054	K07258	M	carboxypeptidase
fig|31899.10.peg.2055	K01449	M	Cell wall hydrolase
fig|31899.10.peg.2057	"K03711,K09825"	P	Ferric uptake
fig|31899.10.peg.2058	K04759	P	Ferrous iron transport protein B
fig|31899.10.peg.2059	K04758	P	feoA family
fig|31899.10.peg.2061		S	conserved protein domain typically associated with flavoprotein
fig|31899.10.peg.2062		P	bfd domain protein (2fe-2s)-binding domain protein
fig|31899.10.peg.2063		S	NA
fig|31899.10.peg.2064		S	NA
fig|31899.10.peg.2065		C	Nitroreductase
fig|31899.10.peg.2066		M	Glycoside hydrolase family 28
fig|31899.10.peg.2067	K01218	G	"Mannan endo-1,4-beta-mannosidase"
fig|31899.10.peg.2068		L	Inherit from NOG: transposase
fig|31899.10.peg.2075		S	s-layer domain-containing protein
fig|31899.10.peg.2076	K02003	V	Part of the ABC transporter complex MacAB involved in macrolide export. Transmembrane domains (TMD) form a pore in the inner membrane and the ATP-binding domain (NBD) is responsible for energy generation (By similarity)
fig|31899.10.peg.2077	K02004	V	"ABC transporter, permease"
fig|31899.10.peg.2078	K02005	M	Efflux transporter RND family MFP subunit
fig|31899.10.peg.2080		V	ABC transporter related
fig|31899.10.peg.2081	K07052	S	Abortive infection protein
fig|31899.10.peg.2082		S	radical SAM domain protein
fig|31899.10.peg.2085	K02004	V	abc transporter permease protein
fig|31899.10.peg.2086	K02003	V	"Part of the ABC transporter complex LolCDE involved in the translocation of mature outer membrane-directed lipoproteins, from the inner membrane to the periplasmic chaperone, LolA. Responsible for the formation of the LolA-lipoprotein complex in an ATP-dependent manner (By similarity)"
fig|31899.10.peg.2087		K	Transcriptional regulator
fig|31899.10.peg.2090	K06923	S	ATPase (AAA
fig|31899.10.peg.2091		S	NA
fig|31899.10.peg.2092	K06223	L	Dna adenine methylase
fig|31899.10.peg.2095		S	repeat-containing protein
fig|31899.10.peg.2097	K13525	O	AAA ATPase
fig|31899.10.peg.2098		S	Uncharacterised protein family (UPF0236)
fig|31899.10.peg.2103		S	Uncharacterised protein family (UPF0236)
fig|31899.10.peg.2104		S	ATP-dependent old family endonuclease
fig|31899.10.peg.2106		S	Pfam:DUF2081
fig|31899.10.peg.2107		L	helicase domain protein
fig|31899.10.peg.2108	K07445	L	DNA methylase containing a Zn-ribbon
fig|31899.10.peg.2109		S	NA
fig|31899.10.peg.2110		S	ATPase (AAA superfamily)-like protein
fig|31899.10.peg.2111		L	UvrD REP helicase
fig|31899.10.peg.2112	K07459	S	ATP-dependent endonuclease of the OLD family
fig|31899.10.peg.2113		S	Signal transduction protein with Nacht domain
fig|31899.10.peg.2115		S	nerd domain protein
fig|31899.10.peg.2116		S	NA
fig|31899.10.peg.2117		S	NA
fig|31899.10.peg.2118	K07066	S	nucleic acid-binding protein
fig|31899.10.peg.2119		S	NA
fig|31899.10.peg.2120		S	NA
fig|31899.10.peg.2121		T	"circadian clock protein, KaiC"
fig|31899.10.peg.2122		K	NA
fig|31899.10.peg.2123	K01738	E	cysteine synthase
fig|31899.10.peg.2124		S	NA
fig|31899.10.peg.2125	K03688	H	"Required, probably indirectly, for the hydroxylation of 2-octaprenylphenol to 2-octaprenyl-6-hydroxy-phenol, the fourth step in ubiquinone biosynthesis (By similarity)"
fig|31899.10.peg.2126	K01972	L	DNA ligase that catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-stranded DNA using NAD as a coenzyme and as the energy source for the reaction. It is essential for DNA replication and repair of damaged DNA (By similarity)
fig|31899.10.peg.2127		S	"NGG1p interacting factor 3 protein, NIF3"
fig|31899.10.peg.2128	K06967	S	SAM-dependent methyltransferase
fig|31899.10.peg.2130		S	NA
fig|31899.10.peg.2131		M	glycosyl transferase group 1
fig|31899.10.peg.2132		S	"protein, conserved in bacteria"
fig|31899.10.peg.2133	K03671	O	Thioredoxin
fig|31899.10.peg.2134	K09807	S	Membrane
fig|31899.10.peg.2135		K	"Transcriptional regulator, ARAC family"
fig|31899.10.peg.2136	K08978	S	Membrane
fig|31899.10.peg.2137		S	NA
fig|31899.10.peg.2138	K03406	S	Methyl-accepting chemotaxis
fig|31899.10.peg.2139		S	NA
fig|31899.10.peg.2140		M	Lytic transglycosylase catalytic
fig|31899.10.peg.2143	K06942	J	gtp-binding protein
fig|31899.10.peg.2144	K09121	S	UPF0272 protein
fig|31899.10.peg.2145	K06898	S	1-(5-phosphoribosyl)-5-amino-4-imidazole-carboxylate (air) carboxylase
fig|31899.10.peg.2146	K06864	L	PP-loop domain protein
fig|31899.10.peg.2147	K01785	G	aldose 1-epimerase
fig|31899.10.peg.2148	K00088	F	"Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth (By similarity)"
fig|31899.10.peg.2149		S	NA
fig|31899.10.peg.2150	K03100	U	Signal peptidase i
fig|31899.10.peg.2151	K07456	L	muts2 protein
fig|31899.10.peg.2152	K07076	S	DNA polymerase beta domain protein region
fig|31899.10.peg.2153	K00147	E	Catalyzes the NADPH dependent reduction of L-gamma- glutamyl 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5-carboxylate (By similarity)
fig|31899.10.peg.2154	K00931	E	Catalyzes the transfer of a phosphate group to glutamate to form glutamate 5-phosphate which rapidly cyclizes to 5- oxoproline (By similarity)
fig|31899.10.peg.2156	K01975	J	2'-5' rna ligase
fig|31899.10.peg.2157		G	Major Facilitator Superfamily
fig|31899.10.peg.2158		S	NA
fig|31899.10.peg.2159		S	Protein of unknown function (DUF2442)
fig|31899.10.peg.2160		S	flgn family
fig|31899.10.peg.2161	K02422	N	flagellar protein FliS
fig|31899.10.peg.2162	K02407	N	flagellar hook-associated
fig|31899.10.peg.2163	K06603	N	flagellar protein FlaG
fig|31899.10.peg.2164		S	DNA polymerase beta domain-containing protein
fig|31899.10.peg.2167	K00590	L	methylase
fig|31899.10.peg.2169		S	Appr-1-p processing domain protein
fig|31899.10.peg.2170		S	NA
fig|31899.10.peg.2172		S	NA
fig|31899.10.peg.2173	K02406	N	Flagellin
fig|31899.10.peg.2175	K07133	S	Inherit from COG: ATPase (AAA
fig|31899.10.peg.2176		S	Protein of unknown function DUF86
fig|31899.10.peg.2177	K07076	L	DNA Polymerase Beta Domain Protein Region
fig|31899.10.peg.2178	K03563	T	Carbon storage regulator
fig|31899.10.peg.2179	K13626	T	"Binds to the C-terminal region of flagellin, which is implicated in polymerization, and participates in the assembly of the flagellum (By similarity)"
fig|31899.10.peg.2180		S	Protein of unknown function DUF86
fig|31899.10.peg.2181	K07076	L	DNA Polymerase Beta Domain Protein Region
fig|31899.10.peg.2182		S	NA
fig|31899.10.peg.2183	K02397	N	flagellar hook-associated protein
fig|31899.10.peg.2184	K02396	N	flagellar hook-associated protein
fig|31899.10.peg.2185		S	flgn family
fig|31899.10.peg.2186	K02398	S	anti-sigma28 factor FlgM
fig|31899.10.peg.2187		S	flagellar protein
fig|31899.10.peg.2188	"K00764,K02242"	S	Competence protein
fig|31899.10.peg.2189	"K03090,K03091"	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released (By similarity)
fig|31899.10.peg.2190	K06379	T	Binds to sigma F and blocks its ability to form an RNA polymerase holoenzyme (E-sigma F). Phosphorylates SpoIIAA on a serine residue. This phosphorylation may enable SpoIIAA to act as an anti-anti-sigma factor that counteracts SpoIIAB and thus releases sigma F from inhibition (By similarity)
fig|31899.10.peg.2191	K06378	T	stage II sporulation protein
fig|31899.10.peg.2192		S	Uncharacterised protein family (UPF0236)
fig|31899.10.peg.2193		S	Membrane
fig|31899.10.peg.2194	K06173	J	"Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs (By similarity)"
fig|31899.10.peg.2195	"K16783,K16785"	P	Transmembrane (T) component of an energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates (By similarity)
fig|31899.10.peg.2196	"K16785,K16787"	P	Abc transporter
fig|31899.10.peg.2197	"K16784,K16786,K16787"	P	"Abc transporter, ATP-binding protein"
fig|31899.10.peg.2199	K01695	E	The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3- phosphate (By similarity)
fig|31899.10.peg.2200	"K01696,K01817"	E	The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine (By similarity)
fig|31899.10.peg.2201	"K01817,K06173"	E	N-(5'-phosphoribosyl)anthranilate isomerase
fig|31899.10.peg.2202	"K01609,K13498"	E	Indole-3-glycerol phosphate synthase
fig|31899.10.peg.2203	K00766	E	anthranilate phosphoribosyltransferase
fig|31899.10.peg.2204	"K00766,K01658,K01664,K01951,K13497"	E	anthranilate synthase
fig|31899.10.peg.2205	K01657	E	anthranilate synthase
fig|31899.10.peg.2206	"K01262,K01271"	E	peptidase M24
fig|31899.10.peg.2207	"K00457,K03786,K16021"	E	Catalyzes a trans-dehydration via an enolate intermediate (By similarity)
fig|31899.10.peg.2208	K01151	L	Xylose isomerase domain-containing protein
fig|31899.10.peg.2209	K00891	E	Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate (By similarity)
fig|31899.10.peg.2211	K03088	K	rna polymerase sigma factor
fig|31899.10.peg.2213		S	NA
fig|31899.10.peg.2214		S	NA
fig|31899.10.peg.2215	K01990	V	"ABC, transporter"
fig|31899.10.peg.2216	K01992	S	Inherit from NOG: Membrane
fig|31899.10.peg.2217	"K00169,K19070"	C	Oxidoreductase required for the transfer of electrons from pyruvate to flavodoxin (By similarity)
fig|31899.10.peg.2218	"K00172,K00177,K18357"	C	oxidoreductase gamma subunit
fig|31899.10.peg.2219	"K00970,K00974,K01992"	J	"Catalyzes the addition and repair of the essential 3'- terminal CCA sequence in tRNAs without using a nucleic acid template. Adds these three nucleotides in the order of C, C, and A to the tRNA nucleotide-73, using CTP and ATP as substrates and producing inorganic pyrophosphate"
